group,user
36,244
37,44
37,74
37,205
38,48
38,113
38,141
38,1763
39,50
39,394
39,572
39,875
39,2314
39,3654
39,3849
39,3867
39,4158
39,4247
40,50
40,490
40,849
40,939
40,1207
40,1251
40,1329
41,50
41,559
41,909
41,1875
41,4065
42,50
42,796
42,797
42,878
42,977
42,1625
42,2668
42,3130
43,50
43,860
43,1344
43,1381
43,1672
43,1753
43,1848
43,2028
43,2739
43,2895
43,3078
44,50
44,1017
44,1266
44,1608
44,1975
44,2211
45,50
45,1125
45,1206
45,1767
46,50
46,1196
46,1271
46,2561
47,50
47,1557
47,1558
47,1716
47,1781
48,54
48,55
48,182
48,579
49,55
49,126
49,128
49,277
49,377
49,497
49,833
50,55
50,127
50,321
51,58
51,2985
51,3038
51,3053
51,3091
51,3650
52,60
52,134
52,1323
52,1448
52,1639
52,1692
52,3051
52,3766
52,3964
53,60
53,296
53,346
53,857
53,1136
54,61
54,63
54,3333
54,3432
54,3649
54,3919
54,4156
55,62
55,219
55,388
56,63
56,2232
56,2416
56,2623
56,2670
56,3012
56,3160
57,63
57,3038
57,3199
57,3243
57,3338
57,3364
57,3503
57,3595
57,3651
58,63
58,3053
58,3268
58,3656
58,3760
58,3839
58,3851
58,3878
58,4017
58,4055
59,66
59,267
59,305
59,1216
59,1419
60,68
60,80
60,201
61,70
61,130
61,179
62,79
62,84
62,2984
63,80
63,113
63,133
64,81
64,97
64,246
65,82
65,3370
65,3391
65,3403
65,3565
65,4305
65,4448
65,4977
65,5223
65,5349
65,5389
65,5787
65,5911
65,5962
66,82
66,3392
66,4136
66,5305
66,5391
66,5404
66,5556
66,5599
66,5660
66,5662
66,5791
66,5818
67,82
67,5835
67,5900
67,5986
67,6319
67,6409
67,6412
67,6447
67,6589
67,6630
67,6682
67,6761
67,6772
67,6847
68,82
68,6878
68,6947
68,7014
68,7099
68,7113
68,7156
68,7219
68,7298
69,82
69,7665
69,7692
69,7741
69,7826
69,7871
69,7933
69,8080
69,8087
69,8103
69,8118
69,8119
70,84
70,574
70,1145
70,2815
70,2837
70,3005
71,86
71,89
71,137
71,189
72,87
72,88
72,141
72,1104
72,1798
72,1812
72,1900
72,1928
73,88
73,125
73,172
73,1645
73,1802
73,1887
73,1893
73,1967
73,2025
73,4524
73,4698
73,6748
73,7266
74,88
74,128
74,241
74,820
75,88
75,148
75,185
75,789
75,843
75,2139
76,91
76,210
76,1566
76,1658
76,1892
76,2089
77,92
77,118
77,341
77,3696
77,4460
77,4836
77,4891
77,5065
77,8251
78,94
78,126
78,285
78,335
79,95
79,103
79,215
79,673
79,1049
79,1274
79,3216
79,3548
79,3992
79,4204
79,4223
79,4287
80,95
80,106
80,674
80,1233
80,1403
80,1461
80,1509
80,1522
80,1640
80,1709
80,1783
80,1899
80,2141
81,95
81,111
81,820
81,1150
81,1208
81,1247
81,1270
81,1457
82,95
82,119
82,597
82,841
82,1500
82,1725
82,1750
83,95
83,148
83,455
83,548
83,1691
83,1798
84,96
84,370
84,378
84,1773
84,1830
85,97
85,98
85,392
86,98
86,144
86,951
86,1185
87,99
87,138
87,686
87,3436
88,100
88,125
88,3711
88,5101
89,103
89,115
89,258
90,106
90,117
90,660
91,109
91,114
91,214
92,111
92,168
92,215
92,7668
93,113
93,121
93,372
93,883
93,1069
93,1569
93,1656
94,113
94,137
94,310
94,1611
94,1972
95,114
95,209
95,238
95,3545
95,3889
95,4243
95,4264
95,4481
95,4867
95,4909
96,114
96,219
96,339
96,518
97,115
97,147
97,198
97,285
98,119
98,145
98,241
99,121
99,125
99,204
100,122
100,153
100,326
100,440
100,611
100,1089
100,1097
100,2198
101,125
101,340
101,470
101,924
102,126
102,150
102,185
102,289
102,410
102,919
103,127
103,196
103,348
103,411
104,128
104,205
104,785
104,817
104,830
104,1004
104,1319
104,1371
104,1685
104,1765
104,1943
105,128
105,237
105,318
105,344
105,525
105,577
105,1000
105,1437
105,1594
105,1942
105,1980
105,2032
106,128
106,282
106,286
107,128
107,284
107,336
107,437
107,1098
107,1531
108,128
108,320
108,468
108,606
108,781
108,921
109,128
109,326
109,338
109,449
109,533
109,990
109,1184
109,1605
109,1651
109,1938
109,2224
110,129
110,152
110,5165
110,6151
110,6279
110,8010
111,134
111,302
111,320
111,1585
111,2927
111,3538
111,5512
111,6580
111,6819
111,6829
111,7096
111,7203
112,134
112,513
112,1045
113,136
113,180
113,648
113,7363
114,136
114,202
114,207
114,1182
114,1290
114,1299
115,137
115,185
115,194
115,3420
115,4479
115,5460
115,5482
115,8122
116,138
116,297
116,305
116,775
116,825
117,139
117,218
117,261
117,3154
117,3380
117,3901
117,4016
117,4065
117,4115
117,4144
117,4245
117,4308
118,140
118,247
118,300
118,587
119,142
119,161
119,235
119,747
119,991
119,1282
119,6803
120,142
120,257
120,995
120,1926
120,2794
121,142
121,267
121,947
122,143
122,1577
122,1826
122,2268
122,2579
123,143
123,2363
123,2506
123,2590
123,3480
123,3558
123,3665
123,4495
123,4588
123,4741
124,143
124,2911
124,4141
124,5062
124,5130
124,5289
124,5317
124,5454
124,5482
124,5513
124,5520
125,143
125,5607
125,5627
125,5665
125,5689
125,6036
125,6074
125,6105
125,6151
125,6165
125,6274
125,6321
125,6337
125,6364
126,143
126,6279
126,6376
126,6476
126,6499
126,6510
126,6523
126,6574
126,6678
126,6728
126,6737
126,6765
127,143
127,6767
127,6816
127,6908
127,7004
127,7067
127,7093
127,7398
128,144
128,228
128,544
128,1053
128,2599
129,147
129,255
129,502
130,152
130,163
130,4375
130,7466
130,7552
130,7833
130,8236
130,8364
130,8658
131,153
131,193
131,311
132,154
132,180
132,200
133,156
133,256
133,389
133,401
133,666
133,926
133,987
133,1972
133,3624
133,4105
133,4182
133,4271
133,4376
134,156
134,316
134,582
134,602
134,942
135,157
135,167
135,611
136,158
136,288
136,296
136,525
136,1354
136,1798
136,1854
136,1885
136,2082
136,2118
136,2447
136,2631
136,4432
136,4612
137,158
137,300
137,348
137,412
138,160
138,168
138,1852
138,2295
138,7286
138,7614
138,7812
138,8581
138,8744
139,161
139,196
139,267
139,1361
140,166
140,228
140,637
141,167
141,184
141,478
141,630
142,169
142,207
142,269
142,1926
142,2493
142,2502
142,2545
142,2846
142,2921
142,3035
143,169
143,218
143,493
143,580
143,1669
143,1809
143,1847
143,2028
143,2084
143,2606
143,2671
144,169
144,252
144,1819
144,2133
144,2239
144,2848
144,3388
144,3485
144,3602
144,3813
145,169
145,261
145,2158
145,2670
145,2783
146,169
146,306
146,572
146,797
146,806
146,851
146,990
146,1517
146,1667
146,1841
146,1973
146,2031
146,2108
147,169
147,318
147,337
147,449
147,584
147,2162
147,3333
148,169
148,355
148,1238
148,1242
149,169
149,436
149,559
149,656
149,875
149,1914
149,2305
149,2465
149,2739
149,2916
149,3243
149,3279
149,3511
149,3568
150,169
150,450
150,588
150,1196
150,1206
150,1832
150,2463
150,2622
150,3224
151,169
151,472
151,635
151,639
151,966
151,1588
151,3134
151,3943
152,171
152,195
152,3907
152,7736
153,172
153,183
153,275
153,972
153,1421
153,1624
153,1657
153,1739
153,1871
153,2063
154,173
154,184
154,223
154,2715
154,3154
154,3308
154,3552
154,3654
154,3678
154,3954
154,3997
154,4032
154,4219
154,4343
155,178
155,227
155,362
155,377
156,179
156,181
156,261
157,182
157,187
157,624
157,646
157,902
157,1151
157,1293
157,1497
157,1735
157,1764
157,2399
157,2411
157,2813
158,182
158,190
158,737
159,184
159,191
159,1969
160,185
160,449
160,564
160,602
160,694
160,754
160,938
160,989
161,185
161,508
161,776
161,779
161,1034
162,187
162,218
162,872
162,1358
162,1389
162,1485
162,1700
162,1753
162,1805
162,1869
163,189
163,202
163,516
163,730
163,819
163,982
163,1360
163,1469
163,1475
163,3185
164,191
164,393
164,420
164,1219
165,192
165,204
165,219
165,355
166,195
166,337
166,806
166,882
166,3359
167,196
167,204
167,333
167,495
167,1512
167,1525
167,1582
167,2135
167,2647
167,2852
167,3583
168,196
168,219
168,318
168,529
169,197
169,263
169,391
169,655
169,842
169,1512
169,2080
169,2625
169,2973
169,3254
169,3324
169,3398
169,3636
170,197
170,268
170,439
170,660
170,767
171,198
171,201
171,258
172,199
172,253
172,831
172,890
172,1354
172,1515
172,2566
172,2590
172,2638
172,3087
172,3786
172,4220
173,199
173,296
173,313
173,905
173,957
174,199
174,330
174,475
175,200
175,238
175,387
175,510
175,655
176,202
176,220
176,2447
176,3269
177,205
177,229
177,975
177,1022
177,1233
177,1335
177,1855
178,205
178,385
178,798
178,930
178,1312
178,1400
179,205
179,459
179,627
179,839
179,882
180,206
180,208
180,254
181,207
181,239
181,1627
181,2799
182,208
182,221
182,251
183,209
183,214
183,1212
183,1390
184,210
184,231
184,323
184,984
185,211
185,218
185,223
186,212
186,216
186,235
187,213
187,218
187,1125
187,1328
187,1381
187,1484
187,3820
187,4173
187,4613
187,4905
188,213
188,235
188,764
188,5471
189,214
189,225
189,259
190,215
190,243
190,1035
190,1167
190,1224
191,216
191,224
191,6122
191,6861
191,7211
191,7256
191,7264
191,7768
191,7818
191,8597
192,217
192,265
192,323
193,218
193,226
193,761
193,1349
193,1372
193,1418
193,1558
193,1762
193,3870
193,5960
193,6145
194,218
194,431
194,444
195,218
195,950
195,1112
195,1297
195,1519
195,1848
195,1914
196,218
196,1040
196,1230
197,218
197,1086
197,1219
197,1311
197,1491
198,218
198,1124
198,1294
198,1344
198,1532
198,1625
198,1819
198,1835
198,1926
198,2263
198,2553
198,2715
198,3079
198,3139
199,218
199,1267
199,1299
199,1454
200,219
200,233
200,260
201,221
201,245
201,297
202,224
202,231
202,1106
202,2166
202,3061
203,225
203,243
203,1335
204,226
204,276
204,457
204,545
204,783
204,943
204,1448
204,1566
204,2423
204,4398
204,5109
204,5512
204,6039
205,226
205,301
205,351
205,526
206,228
206,238
206,281
206,535
206,630
207,229
207,969
207,1077
207,1287
207,2299
207,2490
207,2543
208,229
208,1051
208,1330
208,1425
208,1762
208,2067
208,2173
208,2756
209,229
209,1117
209,1177
209,1405
209,1633
209,1682
209,1737
209,2220
209,2269
210,229
210,1526
210,1545
210,1932
210,2492
210,2593
210,2614
210,2750
210,3113
210,3287
211,229
211,1640
211,1726
211,1920
211,2007
212,229
212,1787
212,1899
213,229
213,2004
213,2153
213,2200
213,2279
213,2336
213,2388
213,2530
213,2597
214,230
214,274
214,293
214,310
214,1659
214,2307
214,2444
214,2541
214,2762
215,231
215,285
215,619
215,825
215,1053
215,1176
216,232
216,234
216,301
216,487
216,624
216,2509
217,234
217,245
217,277
217,615
217,725
217,760
217,1449
217,1953
217,2210
217,2487
217,2601
217,2678
217,2747
218,234
218,247
218,431
218,457
218,672
218,787
219,234
219,262
219,279
219,729
219,1552
219,2315
219,2556
220,234
220,274
220,372
221,234
221,286
221,359
222,234
222,338
222,396
222,497
222,1665
222,2041
222,3166
222,3261
222,3374
223,235
223,270
223,273
223,332
223,407
223,762
224,236
224,243
224,244
224,262
224,1420
225,237
225,244
225,549
225,873
225,923
225,1369
225,1496
225,3419
225,3591
225,3677
225,4271
225,4500
226,237
226,255
226,548
226,659
226,843
226,962
226,1293
226,1307
227,237
227,294
227,376
227,415
227,768
228,238
228,248
228,461
228,748
228,1304
228,1372
228,1416
229,241
229,288
229,442
229,929
229,1426
229,1789
229,1790
229,2056
230,243
230,263
230,298
230,461
230,1701
230,1797
230,1990
230,2045
230,2086
230,2116
230,2135
231,243
231,294
231,311
232,244
232,249
232,544
232,579
233,245
233,336
233,466
233,1154
233,8288
234,247
234,295
234,514
234,526
235,249
235,253
235,1308
235,1535
235,2971
235,4786
235,5214
235,5430
235,5830
236,249
236,354
236,521
236,3248
236,3274
236,3319
236,3340
236,3734
236,4889
236,6007
236,6147
237,249
237,564
237,2973
237,3278
237,3290
237,3430
237,3547
238,249
238,3569
238,3636
238,3771
238,3822
239,249
239,3962
239,4096
239,4239
239,4292
239,4330
239,4381
239,4442
239,4459
239,4557
239,4603
239,4608
240,249
240,4120
240,4166
240,4216
240,4400
240,4415
241,249
241,4891
241,4965
241,4994
241,4999
241,5017
241,5055
242,249
242,5004
242,5018
242,5064
242,5070
242,5095
242,5096
242,5136
242,5147
242,5148
242,5175
242,5193
242,5397
242,5412
243,249
243,5065
243,5089
243,5277
243,5466
243,5551
243,5634
243,5663
243,5692
244,249
244,5111
244,5265
244,5291
244,5315
244,5619
244,5743
244,5999
244,6188
245,249
245,5216
245,5334
245,5843
245,5911
245,6075
245,6144
245,6223
245,6225
245,6236
245,6292
245,6316
245,6334
245,6340
246,249
246,5327
246,5373
246,5496
246,5807
246,5808
246,5972
246,6044
246,6101
246,6122
246,6135
246,6137
246,6259
246,6284
247,249
247,5450
247,5977
247,6048
247,6237
247,6456
247,6497
247,6512
247,6516
247,6556
248,249
248,6369
248,6385
248,6386
248,6387
248,6403
248,6539
248,6591
248,6642
248,6694
249,249
249,6404
249,6412
249,6421
249,6437
249,6466
249,6471
249,6612
249,6700
249,6734
249,6746
249,6805
250,249
250,6875
250,6897
250,7017
250,7028
250,7071
250,7106
250,7107
250,7149
250,7183
250,7184
250,7208
250,7236
250,7241
251,249
251,6960
251,7158
251,7259
251,7260
251,7290
251,7358
251,7429
251,7430
251,7475
251,7477
251,7480
251,7515
251,7586
252,249
252,7386
252,7445
252,7502
252,7533
252,7539
252,7563
252,7593
252,7600
253,249
253,7448
253,7471
253,7490
253,7567
253,7633
253,7641
253,7645
254,249
254,7603
254,7691
254,7712
255,249
255,7730
255,7748
255,7766
255,7776
255,7785
255,7803
255,7809
255,7855
255,7862
256,249
256,7736
256,7774
256,7777
256,7788
256,7805
256,7818
256,7857
257,249
257,7867
257,7887
257,7888
257,7918
257,7919
257,7939
258,249
258,7902
258,7942
258,7967
258,7980
258,8061
258,8070
258,8095
258,8129
258,8218
258,8262
258,8290
259,249
259,7945
259,7950
259,7953
259,7998
259,8012
259,8104
259,8107
260,249
260,8073
260,8165
260,8183
260,8187
260,8198
260,8228
261,249
261,8194
261,8199
261,8211
261,8233
261,8251
261,8346
261,8359
261,8360
261,8424
262,249
262,8250
262,8291
262,8304
262,8308
262,8356
262,8420
262,8508
262,8557
262,8693
262,8711
262,8713
263,249
263,8258
263,8265
263,8269
263,8276
264,249
264,8292
264,8300
264,8320
264,8342
264,8354
264,8362
264,8379
264,8411
264,8434
264,8485
264,8486
265,249
265,8311
265,8393
265,8438
265,8471
265,8497
265,8502
265,8576
265,8651
265,8652
265,8656
266,249
266,8462
266,8499
266,8556
266,8640
266,8681
266,8740
266,8775
266,8779
266,8803
267,250
267,275
267,1188
267,1746
267,1990
267,2093
267,2125
267,2228
267,2328
267,2394
267,2444
267,2499
267,2651
267,2897
268,250
268,323
268,5508
269,250
269,358
269,500
269,763
269,1140
269,2300
269,2992
270,250
270,1501
270,1728
270,1801
270,2062
270,2080
270,2097
270,2135
270,2263
270,2275
270,2429
270,2986
270,3956
270,4410
271,250
271,2282
271,2371
271,2421
271,2725
271,3550
271,3579
271,4243
271,4490
271,4617
271,6106
271,6478
271,6859
272,251
272,264
272,314
272,315
273,252
273,317
273,1349
274,253
274,256
274,289
274,597
274,607
274,905
274,1119
275,255
275,616
275,947
276,256
276,292
276,456
277,257
277,290
277,5513
277,5689
277,5701
277,5711
277,6030
277,6054
277,6329
277,6376
277,6424
277,6639
277,6650
277,6733
278,257
278,307
278,314
279,257
279,363
279,1826
279,1830
279,2150
279,2284
279,2387
279,2590
279,2707
279,2821
280,257
280,1903
280,1991
280,2051
280,2273
280,2310
280,2502
280,2764
280,2782
280,2833
281,257
281,2133
281,2292
281,2330
281,2563
281,2566
281,2692
281,2894
281,2911
281,3025
282,257
282,2336
282,2545
282,2721
282,3084
282,3222
282,3227
282,3402
283,257
283,2862
283,2937
283,3067
283,3179
283,3183
283,3211
283,3497
283,3643
284,257
284,2908
284,3189
284,3260
284,3282
284,3405
284,3480
284,3494
284,3504
284,3676
285,257
285,3307
285,3327
285,3414
285,3665
285,3686
285,3748
285,3845
285,4140
285,4251
285,4520
285,4602
286,257
286,3392
286,3446
286,3455
286,3707
286,3717
287,257
287,3466
287,3533
287,3668
287,3700
287,3776
287,3820
287,4037
287,4165
287,4241
287,4266
287,4355
287,4503
288,257
288,3518
288,3616
288,3805
289,257
289,3576
289,3732
289,3861
289,3932
289,3966
289,3996
289,3997
290,257
290,3925
290,3938
290,3971
290,4004
290,4030
290,4258
290,4269
290,4286
290,4462
290,4580
290,4614
290,4719
290,4759
291,257
291,4000
291,4011
291,4027
291,4034
291,4061
291,4209
291,4504
291,4544
291,4710
291,4760
292,257
292,4173
292,4205
292,4255
292,4527
292,4556
293,257
293,4220
293,4249
293,4310
293,4367
293,4370
293,4380
293,4421
293,4435
293,4477
294,257
294,4399
294,4488
294,4588
294,4630
294,4652
294,4665
294,4687
294,4705
294,4739
294,4805
294,4871
294,4931
295,257
295,4449
295,4589
295,4654
295,4660
295,4695
295,4772
296,257
296,4634
296,4814
296,4847
296,4857
296,4880
296,5796
296,5964
296,6112
297,257
297,4749
297,4783
297,4796
297,4881
297,4935
298,257
298,4901
298,4919
298,4921
298,5024
298,5132
298,5176
299,257
299,4907
299,4914
299,4942
299,4957
299,4962
299,4969
299,4997
299,5097
300,257
300,4948
300,4970
300,5009
300,5045
300,5166
300,5182
300,5364
300,5367
300,5762
300,5768
301,257
301,4980
301,5085
301,5091
301,5102
301,5370
301,5381
301,5449
301,5468
301,5752
301,5823
301,5844
301,6172
302,257
302,5103
302,5119
302,5134
302,5289
303,257
303,5223
303,5302
303,5306
303,5310
303,5340
303,5345
303,5527
303,5529
303,5556
303,5574
303,5721
303,5769
303,5867
304,257
304,5263
304,5280
304,5314
304,5330
304,5431
304,5465
304,5776
304,5781
304,5792
304,5863
304,5872
304,5879
305,257
305,5350
305,5389
305,5598
305,5881
305,5892
305,5926
305,5997
305,6025
305,6084
305,6199
305,6203
306,257
306,5400
306,5413
306,5480
306,5572
306,5665
306,5751
306,5766
306,5862
306,6119
306,6142
307,257
307,5425
307,5502
307,5562
307,5579
307,5602
307,5985
307,5995
307,6056
307,6072
307,6080
307,6149
307,6169
308,257
308,5500
308,5511
308,5688
308,5856
308,6015
309,257
309,5654
309,5787
309,5883
309,5994
309,6017
309,6019
309,6170
310,257
310,5903
310,5915
310,5954
310,5982
310,6022
310,6073
310,6214
310,6276
310,6354
311,257
311,5937
311,5940
311,6091
311,6145
311,6148
311,6174
311,6185
311,6229
311,6379
311,6400
311,6408
311,6428
311,6463
312,257
312,5996
312,6020
312,6035
312,6049
312,6074
312,6176
312,6178
312,6335
313,257
313,5998
313,6009
313,6095
313,6180
313,6209
313,6212
313,6222
313,6384
313,6464
313,6493
313,6560
313,6619
314,257
314,6045
314,6093
314,6105
314,6167
314,6227
314,6270
314,6273
314,6289
314,6342
314,6343
315,257
315,6064
315,6116
315,6121
315,6150
315,6189
315,6220
315,6233
315,6283
316,257
316,6104
316,6165
316,6271
316,6304
316,6472
316,6476
316,6485
316,6521
316,6597
316,6626
316,6659
316,6699
316,6706
317,257
317,6133
317,6197
317,6250
317,6288
317,6358
317,6401
317,6477
317,6526
317,6551
317,6571
317,6588
318,257
318,6224
318,6232
319,257
319,6295
319,6364
319,6407
319,6460
319,6486
319,6674
319,6688
319,6739
319,6771
319,6818
320,257
320,6296
320,6355
320,6411
320,6417
320,6440
320,6481
321,257
321,6374
321,6397
321,6585
321,6658
321,6680
321,6691
321,6713
321,6758
321,6794
321,6803
321,6808
321,6836
321,6846
322,257
322,6442
322,6496
322,6523
322,6552
322,6618
322,6644
322,6767
322,6828
322,6853
322,7051
323,257
323,6451
323,6453
323,6505
323,6520
323,6546
323,6555
324,257
324,6533
324,6572
324,6623
324,6637
324,6646
324,6689
324,6726
324,6924
324,7058
324,7066
324,7084
325,257
325,6569
325,6575
325,6627
325,6647
325,6698
325,6729
325,6750
325,6751
325,6757
325,6770
325,6785
326,257
326,6573
326,6603
326,6621
326,6631
326,6679
326,6712
326,6754
326,6778
327,257
327,6583
327,6669
327,6728
327,6735
327,6837
327,6899
327,6927
327,6930
327,7003
327,7035
327,7055
327,7065
328,257
328,6732
328,6769
328,6782
329,257
329,6764
329,6834
329,6902
329,6925
329,7016
329,7036
329,7047
329,7095
329,7127
329,7137
329,7163
330,257
330,6807
330,6864
330,6865
330,6877
330,6888
330,6907
331,257
331,6863
331,6866
331,6920
331,6964
331,6988
331,6991
331,7001
331,7026
331,7038
331,7043
331,7075
331,7126
331,7178
332,257
332,6871
332,6931
332,6949
332,6998
332,7041
332,7069
332,7081
332,7118
332,7154
332,7218
332,7229
332,7301
332,7864
333,257
333,6935
333,7018
333,7053
333,7054
333,7064
333,7143
333,7174
333,7199
334,257
334,6956
334,7023
334,7100
334,7189
334,7195
334,7197
334,7204
334,7205
334,7214
334,7216
334,7279
334,7285
335,257
335,6966
335,7014
335,7086
335,7094
335,7108
335,7110
335,7145
335,7162
335,7222
335,7248
335,7278
335,7303
335,7314
336,257
336,7037
336,7093
336,7164
336,7212
336,7245
336,7286
336,7289
336,7308
336,7326
336,7400
336,7476
336,7509
336,7512
337,257
337,7206
337,7209
337,7210
337,7230
337,7242
337,7244
337,7323
337,7348
338,257
338,7257
338,7309
338,7328
338,7332
338,7344
338,7370
338,7384
338,7399
338,7431
338,7443
338,7447
338,7461
338,7504
339,257
339,7385
339,7406
339,7424
339,7432
339,7457
339,7531
339,7588
339,7608
339,7610
340,257
340,7401
340,7463
340,7467
340,7507
340,7542
341,257
341,7410
341,7427
341,7438
341,7562
341,7570
341,7573
341,7581
341,7592
341,7598
341,7620
341,7649
342,257
342,7470
342,7491
342,7494
342,7506
342,7572
342,7619
342,7723
342,7731
342,7735
342,7778
342,7787
342,7822
342,7833
343,257
343,7482
343,7486
343,7546
343,7547
343,7568
343,7613
343,7615
343,7663
343,7749
343,7770
343,7807
344,257
344,7497
344,7584
344,7656
344,7679
344,7727
344,7733
344,7769
345,257
345,7510
345,7642
345,7662
345,7671
345,7702
345,7715
345,7830
345,7907
346,257
346,7525
346,7580
346,7611
346,7616
346,7617
346,7720
346,7744
347,257
347,7711
347,7737
347,7789
347,7800
347,7813
347,7966
347,7969
347,7974
347,7994
347,8098
347,8109
348,257
348,7739
348,7775
348,7799
348,7810
348,7854
348,7859
348,7889
348,7981
348,7987
348,7993
348,8089
348,8117
349,257
349,7794
349,7843
349,7846
349,7856
349,7933
349,7944
349,7947
349,7952
349,7971
349,7975
350,257
350,7801
350,7816
350,7832
350,7882
350,7928
350,7961
350,7965
350,8023
351,257
351,7845
351,7896
351,7943
351,7959
351,8020
351,8148
351,8261
351,8277
351,8285
352,257
352,7866
352,7873
352,7899
352,7937
352,8000
352,8001
352,8008
352,8024
352,8033
352,8057
352,8065
352,8068
352,8105
353,257
353,7869
353,7893
353,7956
353,7970
353,8018
353,8025
353,8054
353,8097
353,8116
353,8122
353,8170
353,8201
353,8232
354,257
354,7921
354,7958
354,8066
354,8078
354,8083
354,8113
354,8114
354,8125
354,8126
354,8219
354,8230
355,257
355,7962
355,7996
355,8042
355,8132
355,8156
355,8163
355,8223
355,8231
355,8257
355,8272
355,8323
355,8331
355,8370
356,257
356,7983
356,8026
356,8048
356,8082
356,8127
356,8131
356,8143
356,8172
356,8174
357,257
357,8050
357,8062
357,8137
357,8208
357,8221
357,8274
357,8280
357,8326
358,257
358,8159
358,8186
358,8206
358,8266
358,8307
358,8381
358,8397
358,8402
358,8414
358,8454
358,8476
358,8487
359,257
359,8207
359,8259
359,8264
359,8270
359,8315
359,8318
359,8338
359,8347
359,8401
360,257
360,8237
360,8273
360,8325
360,8332
360,8333
360,8340
360,8382
360,8479
360,8494
360,8526
360,8531
361,257
361,8336
361,8388
361,8398
361,8425
361,8447
361,8458
362,257
362,8375
362,8389
362,8426
362,8443
362,8446
362,8450
362,8469
362,8488
362,8490
362,8527
363,257
363,8390
363,8395
363,8430
363,8448
363,8456
363,8463
363,8465
363,8470
364,257
364,8415
364,8452
364,8478
364,8492
364,8509
364,8530
364,8567
364,8572
365,257
365,8449
365,8528
365,8539
365,8564
365,8601
365,8602
365,8641
365,8661
366,259
366,269
366,337
366,2200
366,2299
366,2373
366,3485
366,3760
367,261
367,291
367,1484
367,1672
367,1758
367,1863
367,1969
367,2168
367,2807
367,2973
367,3161
367,3296
368,261
368,1508
368,1838
368,1909
368,2017
368,2314
368,2594
368,2873
368,3301
369,261
369,1833
369,1848
369,2036
369,2105
369,2141
369,2561
369,2994
370,261
370,2028
370,2243
370,2448
370,2619
370,3220
370,3229
370,3232
370,3358
370,3471
370,3537
370,3614
371,261
371,2402
371,2895
371,3202
371,3243
371,3295
371,3416
371,3515
371,3654
371,3741
371,3743
371,3789
372,261
372,2633
372,3364
372,3567
372,3730
372,3774
372,3828
372,3881
372,3959
372,3991
372,4117
373,261
373,3150
373,3158
373,3203
373,3324
373,3545
374,261
374,3256
374,3491
374,3503
374,3662
375,261
375,3444
375,3452
375,3459
375,3469
375,3597
375,3659
375,3710
375,3728
376,261
376,3534
376,3646
376,3697
376,3720
376,3811
376,3849
376,3873
377,261
377,3557
377,3714
377,3819
377,3860
