group,user
46,652
46,679
46,723
47,10
47,307
47,410
47,430
47,555
47,637
47,819
47,1238
48,10
48,373
48,578
48,635
48,1093
48,1642
48,1779
48,1828
49,10
49,512
49,556
49,607
49,778
49,2132
50,11
50,363
50,367
50,498
51,12
51,19
51,50
51,112
51,182
51,220
51,251
51,268
52,12
52,259
52,331
52,401
52,428
52,445
52,594
52,786
53,12
53,304
53,496
53,1754
53,2027
53,2070
53,2627
53,2977
54,12
54,310
54,381
54,511
54,828
54,890
54,942
54,1415
55,12
55,344
55,399
55,437
55,984
55,1560
55,1773
55,1780
56,12
56,374
56,722
56,797
56,1008
56,1212
56,1436
56,1631
57,12
57,396
57,427
57,452
57,943
57,1158
57,1159
57,1191
58,12
58,397
58,417
59,13
59,243
59,339
59,359
59,433
59,522
59,528
59,770
60,13
60,444
60,567
60,580
60,702
60,708
60,781
60,897
61,13
61,464
61,592
61,661
61,673
61,686
61,977
61,999
62,13
62,598
62,635
62,780
62,787
62,802
62,859
62,934
63,13
63,666
63,837
63,965
63,1056
63,1127
63,1322
63,1454
64,13
64,678
64,751
64,847
64,939
64,979
64,1439
65,14
65,15
65,16
65,146
65,344
65,347
65,684
65,729
66,14
66,79
66,242
66,355
66,370
66,446
66,564
66,776
67,14
67,204
67,285
67,289
67,410
67,1319
67,1495
67,1545
68,14
68,265
68,361
68,510
68,589
68,728
68,758
68,766
69,14
69,267
69,380
69,849
69,922
69,947
69,961
69,968
70,14
70,291
70,300
70,430
70,556
70,700
70,1301
70,1984
71,14
71,298
71,350
71,375
71,846
72,15
72,19
72,36
72,82
72,205
72,221
72,281
72,284
73,15
73,22
73,29
73,189
73,310
73,370
73,506
73,617
74,15
74,31
74,57
74,63
74,125
74,148
74,163
74,201
75,15
75,45
75,137
75,175
75,213
75,251
75,391
75,569
76,15
76,56
76,135
76,384
76,390
76,1027
77,16
77,19
77,45
77,142
77,148
77,232
77,237
77,273
78,16
78,57
78,81
78,82
78,153
78,184
78,244
78,424
79,16
79,63
79,135
79,888
79,911
79,1114
79,2827
79,2975
80,16
80,68
80,368
80,414
80,487
81,17
81,264
81,272
81,1116
81,1254
81,1321
81,1412
81,1567
82,18
82,50
82,105
82,2548
82,3401
82,4000
82,4067
82,4244
83,18
83,55
83,115
83,239
83,499
84,19
84,153
84,192
84,229
84,241
84,312
84,355
84,364
85,19
85,184
85,201
85,265
85,288
85,426
85,449
85,474
86,19
86,204
86,209
86,315
86,326
86,424
86,504
86,520
87,19
87,211
87,240
87,349
87,370
87,594
87,722
87,746
88,19
88,224
88,282
88,386
88,465
88,536
88,554
88,680
89,19
89,244
89,277
89,331
89,381
89,446
89,510
89,713
90,19
90,259
90,329
90,406
90,437
90,469
90,650
90,797
91,19
91,274
91,356
91,371
91,481
91,633
91,659
91,895
92,19
92,279
92,310
92,416
92,454
92,541
92,557
92,662
93,19
93,304
93,345
93,453
93,565
93,715
93,884
93,1972
94,19
94,333
94,335
94,444
94,452
94,511
94,603
94,1042
95,19
95,351
95,374
95,466
95,490
95,506
95,831
95,902
96,19
96,361
96,382
96,545
96,555
96,638
96,848
96,1465
97,19
97,379
97,423
97,451
97,460
97,676
97,1912
97,2331
98,19
98,388
98,617
98,840
98,928
98,936
98,1005
98,1017
99,19
99,401
99,478
99,673
99,897
99,1021
99,1135
99,1636
100,19
100,417
100,844
100,1754
100,1802
100,1898
100,1976
100,2054
101,19
101,419
101,462
101,597
101,602
101,615
101,706
101,709
102,19
102,436
102,535
102,540
102,5649
103,20
103,45
103,57
103,143
103,209
103,261
104,22
104,36
104,99
104,196
104,213
104,387
104,420
104,456
105,22
105,45
105,192
105,365
105,634
105,756
105,791
105,827
106,22
106,58
106,85
106,224
106,316
106,564
106,567
106,615
107,22
107,92
107,384
107,660
107,1019
107,1243
107,1253
107,1273
108,24
108,30
108,38
108,2396
108,3286
108,3329
108,3564
108,3971
109,24
109,34
109,791
109,1704
109,1865
109,2725
109,2884
109,3133
110,25
110,99
110,168
110,261
110,423
110,494
110,547
110,800
111,25
111,112
111,213
111,324
111,335
111,389
111,749
111,803
112,25
112,127
112,149
112,250
112,276
112,712
112,909
112,924
113,25
113,133
113,340
113,600
113,665
113,736
113,767
113,772
114,25
114,174
114,287
114,373
114,568
114,649
114,652
114,656
115,25
115,196
115,244
115,251
115,454
115,518
115,644
115,843
116,25
116,228
116,258
116,278
116,552
116,855
116,1046
116,1061
117,25
117,236
117,272
117,314
117,875
117,1125
117,1151
117,1228
118,25
118,267
118,362
118,376
118,537
118,543
118,866
118,969
119,25
119,295
119,325
120,26
120,88
120,512
120,606
120,629
120,649
120,670
120,2563
121,26
121,115
121,252
121,679
122,27
122,33
122,38
123,29
123,31
123,108
123,184
123,277
123,279
123,306
123,608
124,29
124,35
124,187
124,201
124,343
124,408
124,550
124,597
125,29
125,182
125,331
125,406
125,490
125,660
125,811
125,814
126,29
126,276
126,566
126,620
126,742
126,857
126,1017
126,1203
127,29
127,381
127,493
127,613
127,683
127,692
127,820
127,1483
128,29
128,400
128,438
128,449
128,494
128,538
128,638
128,662
129,29
129,410
129,446
129,523
129,544
129,840
129,891
129,954
130,29
130,423
130,461
130,639
130,642
130,886
130,921
130,975
131,29
131,470
131,648
131,699
131,888
131,1003
131,1065
131,1093
132,29
132,497
132,655
132,791
132,838
132,1031
132,1234
132,1347
133,29
133,513
133,883
133,1309
133,1351
133,1396
133,1437
133,1519
134,29
134,525
134,545
134,627
134,726
134,821
134,894
134,918
135,29
135,555
135,671
135,706
135,723
135,725
135,778
135,1244
136,29
136,556
136,703
136,1148
136,1280
136,1292
136,2805
136,3376
137,29
137,599
137,606
137,721
137,1412
137,1416
137,1515
137,1589
138,29
138,629
138,720
138,919
138,1254
138,1814
138,1844
138,2102
139,29
139,634
139,670
139,714
139,928
139,1042
139,1382
139,1675
140,29
140,661
140,678
140,734
140,1071
140,1080
140,1444
140,1587
141,29
141,675
141,694
141,724
141,777
141,789
141,809
141,1075
142,29
142,700
142,774
142,776
142,825
142,1197
142,1267
142,1323
143,29
143,743
143,798
143,1091
143,1307
143,1329
143,1343
143,1346
144,29
144,758
144,797
144,808
144,861
144,1420
144,1435
144,2079
145,29
145,783
145,803
145,864
145,1119
145,2445
145,3703
146,30
146,791
146,871
146,2088
146,2626
146,2997
146,3142
146,3213
147,30
147,1865
147,1880
147,1928
147,2840
147,3331
147,3405
147,3442
148,30
148,2884
148,3609
148,3673
148,3690
148,3693
148,3733
148,3871
149,30
149,4062
149,4072
149,4073
149,4074
149,4096
149,4101
149,4102
150,30
150,4249
150,4278
150,4287
150,4289
150,4296
150,4299
150,4326
151,30
151,4355
151,4401
151,4426
151,4433
151,4443
151,4464
151,4505
152,30
152,4669
152,4677
152,4726
152,4742
152,4746
152,4750
152,4753
153,30
153,4796
153,4807
153,4839
153,4849
153,4855
153,4890
153,4891
154,30
154,4991
154,4992
154,4994
154,5003
154,5007
154,5010
154,5022
155,30
155,5038
155,5047
155,5059
155,5095
155,5101
155,5115
155,5117
156,31
156,41
156,79
156,189
156,400
156,408
156,493
156,701
157,31
157,51
157,183
157,331
157,798
157,1057
157,1123
157,1180
158,31
158,65
158,538
158,550
158,809
158,821
158,1003
158,1225
159,31
159,82
159,120
159,142
159,506
159,544
159,638
159,723
160,31
160,112
160,128
160,555
160,575
160,713
160,722
160,878
161,31
161,117
161,343
161,545
161,628
161,657
162,33
162,41
162,49
163,35
163,41
163,90
163,125
163,608
163,638
163,809
163,888
164,35
164,79
164,82
164,163
164,279
164,438
164,648
164,671
165,35
165,84
165,275
165,2091
165,3981
165,4071
165,4122
165,4245
166,35
166,189
166,281
166,306
166,449
166,641
166,894
166,1003
167,35
167,199
167,239
167,301
167,538
167,1763
167,2553
167,2755
168,35
168,204
168,231
168,307
168,506
168,1247
168,1402
168,1566
169,35
169,254
169,459
169,789
169,799
169,941
169,1068
169,1839
170,35
170,310
170,400
170,660
170,776
170,813
170,1070
170,1185
171,35
171,410
171,470
171,1244
171,1299
171,1396
171,1403
171,1544
172,35
172,479
172,493
172,494
172,720
172,725
172,848
172,1065
173,35
173,525
173,555
173,662
173,724
173,827
173,841
173,892
174,35
174,534
174,1479
174,1711
174,2002
174,2240
174,2246
174,2388
175,35
175,627
175,887
175,926
175,1071
175,1148
175,1332
175,1335
176,35
176,657
176,917
176,945
176,1075
176,1225
176,1644
176,1946
177,35
177,726
177,811
177,878
177,891
177,1169
177,1238
177,1359
178,35
178,803
178,806
178,821
178,1175
178,1295
178,1427
178,1446
179,35
179,907
179,1062
179,1100
179,1167
179,1230
179,1370
179,1437
180,35
180,992
180,1006
180,1277
180,1355
180,1598
180,1600
180,1657
181,35
181,1249
181,1279
181,1343
181,1408
181,1458
181,1667
181,1726
182,35
182,1292
182,1314
182,1497
182,1521
182,1604
182,2350
182,2603
183,35
183,1478
183,1501
183,1517
183,1592
183,1608
183,1662
183,3576
184,35
184,1495
184,1536
184,1575
184,1654
184,1984
184,2132
184,2224
185,35
185,1535
185,1562
185,1572
185,1670
185,1690
185,1770
185,1798
186,35
186,1627
186,1719
186,1739
186,1794
186,3293
186,4684
186,5517
187,35
187,1802
187,1823
187,1835
187,1848
187,1899
187,2059
187,2068
188,35
188,1968
188,1991
188,2036
188,2038
188,2141
188,2279
188,2329
189,35
189,2033
189,2101
189,2198
189,2203
189,2222
189,2290
189,2394
190,35
190,2037
190,2045
190,2083
190,2087
190,2209
190,2260
190,2298
191,35
191,2146
191,2191
191,2212
191,2235
191,2254
191,2382
191,2426
192,35
192,2188
192,2223
192,2231
192,2250
192,2282
192,2340
192,2449
193,35
193,2218
193,2219
193,2436
193,2447
193,2450
193,2455
193,2457
194,35
194,2314
194,2509
194,2532
194,2577
194,2694
194,2741
194,2776
195,36
195,50
195,179
195,259
195,345
195,707
195,1754
195,2206
196,36
196,51
196,244
196,272
196,404
196,415
196,649
196,721
197,36
197,57
197,67
197,175
197,189
197,461
197,613
197,1353
198,36
198,108
198,112
198,274
198,331
198,427
198,584
198,617
199,37
199,272
199,331
199,696
199,905
199,942
199,1108
199,1142
200,37
200,404
200,635
200,762
200,870
200,919
200,924
200,1032
201,37
201,415
201,745
201,995
201,1054
201,1204
201,1254
201,1288
202,37
202,875
202,934
202,1026
202,1088
202,1157
202,1210
202,1306
203,37
203,921
203,937
203,979
203,1072
203,1116
203,1270
203,1326
204,37
204,950
204,975
204,1106
204,1321
204,1390
204,1409
204,1442
205,37
205,1002
205,1034
205,1057
205,1176
205,1248
205,1285
205,1412
206,37
206,1151
206,1172
206,1286
206,1311
206,1429
206,1537
206,1558
207,37
207,1166
207,1180
207,1259
207,1515
207,1567
207,1682
207,1688
208,37
208,1184
208,1260
208,1322
208,1360
208,1362
208,1453
209,38
209,288
209,424
209,481
209,506
209,637
209,680
209,722
210,38
210,426
210,504
210,617
210,633
210,784
210,831
210,906
211,38
211,474
211,520
211,659
211,755
211,902
211,1047
211,1132
212,38
212,895
212,1081
212,1179
212,1189
212,1213
212,1214
212,1226
213,38
213,1154
213,1218
213,1298
213,1334
213,1369
213,1397
213,1401
214,38
214,1249
214,1294
214,1381
214,1410
214,1419
214,1421
214,1433
215,38
215,1250
215,1438
215,1443
215,1456
215,1507
215,1522
215,1581
216,38
216,1465
216,1499
216,1500
216,1520
216,1559
216,1577
216,1602
217,38
217,1509
217,1511
217,1530
217,1716
217,1750
217,1760
217,1827
218,38
218,1578
218,1605
218,1606
218,1612
218,1655
218,1679
218,1699
219,38
219,1590
219,1619
219,1725
219,1735
219,1769
219,1799
219,1800
220,38
220,1636
220,1673
220,1697
220,1778
220,1834
220,1850
220,1882
221,38
221,1666
221,1689
221,1830
221,1853
221,1872
221,1886
221,1920
222,38
222,1847
222,1927
222,1931
222,1956
222,1975
222,1985
222,1986
223,38
223,1955
223,1989
223,2022
223,2026
223,2055
223,2062
223,2134
224,38
224,2006
224,2014
224,2121
224,2178
224,2234
224,2299
224,2322
225,38
225,2151
225,2223
225,2257
225,2275
225,2308
225,2325
225,2341
226,38
226,2200
226,2232
226,2252
226,2300
226,2346
226,2381
226,2549
227,38
227,2344
227,2411
227,2469
227,2489
227,2501
227,2516
227,2539
228,38
228,2479
228,2495
228,2559
228,2566
228,2568
228,2633
228,2688
229,38
229,2554
229,2588
229,2590
229,2614
229,2623
229,2624
229,2670
230,38
230,2895
230,2958
230,2967
230,3035
230,3050
230,3078
230,3112
231,38
231,3002
231,3007
231,3051
231,3062
231,3090
231,3110
231,3127
232,38
232,3020
232,3056
232,3103
232,3135
232,3146
232,3176
232,3183
233,38
233,3058
233,3065
233,3120
233,3143
233,3187
233,3232
233,3284
234,38
234,3075
234,3182
234,3204
234,3222
234,3246
234,3260
234,3324
235,38
235,3221
235,3244
235,3292
235,3357
235,3367
235,3380
235,3385
236,38
236,3401
236,3425
236,3460
236,3476
236,3479
236,3505
236,3540
237,38
237,3409
237,3426
237,3461
237,3483
237,3485
237,3605
237,3664
238,38
238,3504
238,3543
238,3547
238,3592
238,3670
238,3677
238,3704
239,38
239,3559
239,3685
239,3720
239,3778
239,3791
239,3799
239,3832
240,38
240,3722
240,3729
240,3811
240,3824
240,3917
240,3963
240,3972
241,38
241,3741
241,3837
241,3839
241,3840
241,3919
241,4051
241,4066
242,38
242,3928
242,4008
242,4025
242,4031
242,4105
242,4126
242,4153
243,38
243,4173
243,4180
243,4226
243,4276
243,4349
243,4367
243,4372
244,38
244,4247
244,4252
244,4268
244,4273
244,4302
244,4315
244,4326
245,38
245,4400
245,4441
245,4451
245,4514
245,4530
245,4555
245,4576
246,38
246,4455
246,4499
246,4523
246,4534
246,4553
246,4624
246,4671
247,38
247,4865
247,4912
247,4925
247,4934
247,4949
247,4965
247,4972
248,38
248,4918
248,4982
248,4985
248,5002
248,5005
248,5023
248,5029
249,38
249,4927
249,4955
249,4961
249,5052
249,5060
249,5068
249,5085
250,38
250,4977
250,4993
250,5010
250,5025
250,5051
250,5063
250,5122
251,38
251,5145
251,5175
251,5195
251,5196
251,5218
251,5230
251,5240
252,38
252,5528
252,5531
252,5549
252,5581
252,5582
252,5592
252,5602
253,38
253,5603
253,5640
253,5649
253,5660
253,5705
253,5739
253,5743
254,38
254,6000
254,6052
254,6063
254,6104
254,6111
254,6150
254,6170
255,38
255,6309
255,6355
255,6357
255,6376
255,6377
255,6385
255,6394
256,38
256,6416
256,6441
256,6454
256,6462
256,6469
256,6480
256,6487
257,38
257,6666
257,6728
257,6767
257,6797
257,6799
257,6808
257,6822
258,38
258,6961
258,6982
258,6984
258,6989
258,7012
258,7042
258,7053
259,38
259,7064
259,7152
259,7153
259,7186
259,7213
259,7226
259,7227
260,38
260,7095
260,7162
260,7181
260,7191
260,7229
260,7297
260,7308
261,38
261,7233
261,7263
261,7275
261,7304
261,7313
261,7356
261,7358
262,38
262,7674
262,7702
262,7707
262,7709
262,7712
262,7715
262,7727
263,38
263,7714
263,7747
263,7758
263,7773
263,7776
263,7787
263,7798
264,38
264,8597
264,8599
264,8602
264,8611
264,8618
264,8687
264,8695
265,38
265,8600
265,8620
265,8653
265,8693
265,8720
265,8744
265,8749
266,38
266,9432
266,9438
266,9439
266,9443
266,9445
266,9446
266,9456
267,38
267,9646
267,9703
267,9736
267,9740
267,9747
267,9757
267,9759
268,38
268,10097
268,10131
268,10162
268,10181
268,10182
268,10184
268,10199
269,38
269,10333
269,10334
269,10376
269,10378
269,10390
269,10397
269,10414
270,39
270,44
270,250
270,291
270,448
270,631
270,688
270,728
271,39
271,54
271,243
271,567
271,686
271,965
271,1170
271,1227
272,39
272,58
272,188
272,276
272,643
272,835
272,879
272,949
273,39
273,70
273,77
273,846
273,849
274,44
274,64
274,727
274,755
274,951
274,1049
274,1318
274,1363
275,44
275,232
275,503
275,687
275,743
275,806
275,892
275,931
276,44
276,297
276,350
276,540
276,767
276,771
276,866
276,873
277,45
277,63
277,82
277,189
277,386
277,416
277,511
277,683
278,45
278,103
278,200
278,221
278,334
278,349
278,394
278,400
279,45
279,182
279,196
279,310
279,566
279,594
279,779
279,936
280,45
280,201
280,204
280,281
280,356
280,370
280,555
280,608
281,45
281,205
281,224
281,288
281,351
281,520
281,525
281,551
282,45
282,211
282,241
282,323
282,454
282,577
282,597
282,719
283,45
283,214
283,231
283,326
283,466
283,479
283,481
283,553
284,45
284,225
284,242
284,279
284,312
284,449
284,868
284,1006
285,49
285,237
285,1912
285,1964
285,2291
285,2683
285,2837
285,3063
286,49
286,715
286,2358
286,2717
286,3095
286,3123
286,3180
286,3393
287,49
287,851
287,2537
287,2923
287,3235
287,3960
287,4020
287,4064
288,49
288,1269
288,2542
288,3563
288,4121
288,4260
288,4280
288,4675
289,49
289,1651
289,3591
289,4196
289,4554
289,4704
289,4880
289,5014
290,49
290,4646
290,4791
290,5194
290,5316
290,5399
290,5412
290,5440
291,49
291,4852
291,5339
291,5647
291,5810
291,5887
291,5901
291,5966
292,49
292,5939
292,6189
292,6268
292,6443
292,6471
292,6514
292,6520
293,49
293,7450
293,7551
293,7625
293,7746
293,7834
293,7869
293,7998
294,50
294,111
294,366
294,512
294,650
294,799
294,844
294,848
295,50
295,304
295,982
295,1028
295,1695
295,2039
295,2148
295,2303
296,50
296,310
296,349
296,469
296,714
296,786
296,884
296,1005
297,50
297,330
297,436
297,520
297,2027
297,2370
297,2991
297,3233
298,50
298,331
298,386
298,606
298,695
298,827
298,1415
298,1446
299,50
299,344
299,381
299,406
299,445
299,891
299,1021
299,1027
300,50
300,370
300,490
300,620
300,677
300,797
300,984
300,998
301,50
301,417
301,2070
301,2294
301,2366
301,2488
301,2635
301,2643
302,50
302,437
302,496
302,519
302,530
302,1636
302,3020
302,3045
303,50
303,511
303,571
303,813
303,824
303,1019
303,1035
303,1089
304,50
304,536
304,565
304,719
304,722
304,1185
304,1529
304,1595
305,50
305,582
305,811
305,858
305,2354
305,2462
305,2627
305,3136
306,50
306,594
306,609
306,1012
306,1802
306,1972
306,2272
306,2336
307,50
307,617
307,660
307,746
307,853
307,869
307,1008
307,1029
308,50
308,673
308,738
308,829
308,1444
308,1663
308,1898
308,2485
309,50
309,686
309,896
309,907
309,985
309,1135
309,1565
309,1707
310,50
310,760
310,878
310,885
310,913
310,3107
310,3539
310,3568
311,50
311,814
311,823
311,1622
311,1976
311,2063
311,2082
311,2412
312,50
312,890
312,926
312,1043
312,1281
312,1355
312,1498
312,1615
313,50
313,897
313,1001
313,1199
313,1450
313,3549
313,4166
313,4520
314,50
314,981
314,1073
314,1268
314,1287
314,1561
314,1631
314,1653
315,50
315,1033
315,1241
315,1310
315,1404
315,1435
315,6098
315,6187
316,50
316,1046
316,1133
316,1234
316,1413
316,1658
316,1795
316,1817
317,50
317,1212
317,1277
317,1342
317,1466
317,1611
317,1660
317,1671
318,50
318,1358
318,1421
318,1634
318,1759
318,1780
318,1811
318,1848
319,50
319,1374
319,1436
319,1637
319,1752
319,1755
319,1893
319,1981
320,50
320,1604
320,1654
320,1711
320,1726
320,1823
320,1879
320,1998
321,50
321,1698
321,1760
321,1874
321,1918
321,2192
321,2234
321,2277
322,51
322,61
322,1913
322,2125
322,2153
322,2215
322,2377
322,2387
323,51
323,188
323,762
323,783
323,1034
323,1039
323,1072
323,1254
324,51
324,730
324,797
324,1054
324,1073
324,1248
324,1416
324,1533
325,51
325,745
325,924
325,1106
325,1176
325,1349
325,1360
325,1435
326,51
326,817
326,998
326,1032
326,1088
326,1141
326,1184
326,1259
327,51
327,886
327,919
327,937
327,1409
327,1412
327,1537
327,1555
328,51
328,975
328,979
328,1445
328,1453
328,1558
328,1576
328,1682
329,51
329,1108
329,1126
329,1270
329,1442
329,1447
329,1493
329,1567
330,51
330,1175
330,1210
330,1286
330,1365
330,1385
330,1582
330,1688
331,51
331,1181
331,1268
331,1437
331,1510
331,1790
331,1854
331,2102
332,51
332,1182
332,1260
332,1329
332,1366
332,1394
332,1673
332,1741
333,51
333,1308
333,1326
333,1532
333,1618
333,1844
333,2124
333,2180
334,51
334,1313
334,1418
334,1587
334,1643
334,1742
334,1814
334,2839
335,51
335,1434
335,1614
335,1685
335,1772
335,1888
335,1953
335,1992
336,52
336,61
336,2066
336,2089
336,2105
336,2497
336,2523
336,2562
337,52
337,67
337,92
337,323
337,327
337,334
337,471
337,493
338,52
338,86
338,796
338,1375
338,1426
338,1471
338,1528
338,1597
339,52
339,88
339,108
339,213
339,349
339,381
339,442
339,763
340,52
340,251
340,394
340,467
340,517
340,1160
340,1180
340,1221
341,52
341,393
341,396
341,568
341,666
341,1038
341,2814
342,56
342,170
342,413
342,417
343,57
343,99
343,137
343,156
343,214
343,360
343,448
343,687
344,57
344,151
344,260
344,315
345,58
345,88
345,112
345,277
345,523
345,692
345,1072
345,1106
346,58
346,108
346,127
346,272
346,446
346,670
346,995
346,1126
347,58
347,111
347,537
347,649
347,730
347,800
347,815
348,59
348,70
348,73
349,60
349,85
349,265
349,287
349,299
349,419
349,585
349,999
350,61
350,2437
350,2467
350,2551
350,2564
350,2578
350,2632
350,2641
351,61
351,2897
351,2939
351,2950
351,3032
352,63
352,67
352,103
352,162
352,557
352,796
352,956
352,1185
353,63
353,79
353,108
353,142
353,281
353,545
353,597
353,662
354,63
354,117
354,184
354,400
354,699
354,725
354,926
354,1068
355,63
355,128
355,187
355,449
355,608
355,887
355,918
355,1100
356,63
356,165
356,205
356,326
356,476
356,5809
356,6181
356,7356
357,63
357,167
357,209
357,221
357,232
357,288
357,553
357,554
358,63
358,175
358,200
358,471
358,763
358,784
358,952
358,962
359,63
359,183
359,349
359,493
359,536
359,1346
359,1355
359,1426
360,63
360,199
360,279
360,408
360,459
360,479
360,525
360,638
361,63
361,204
361,633
361,680
361,878
361,893
361,902
361,1080
362,63
362,213
362,284
362,555
362,576
362,659
362,788
362,906
363,63
363,251
363,424
363,474
363,575
363,831
363,875
363,895
364,63
364,273
364,356
364,426
364,506
364,520
364,868
364,1081
365,63
365,480
365,481
365,504
365,527
365,551
365,754
365,834
366,63
366,508
366,758
366,817
366,825
366,1029
366,1132
366,1214
367,63
367,570
367,661
367,931
367,1155
367,1198
367,1237
367,1334
368,63
368,645
368,687
368,798
368,992
368,1150
368,1212
368,1218
369,63
369,654
369,709
369,905
369,1121
369,1162
369,1189
369,1220
370,63
370,698
370,743
370,832
370,1401
370,1465
370,1655
370,1725
371,63
371,713
371,729
371,1137
371,1165
371,1257
371,1271
371,1294
372,63
372,722
372,781
372,801
372,959
372,1016
372,1152
372,1226
373,63
373,805
373,861
373,869
373,1043
373,1095
373,1471
373,1472
374,63
374,806
374,882
374,1125
374,1179
374,1233
374,1329
374,1365
375,63
375,827
375,894
375,1010
375,1024
375,1153
375,1213
375,1290
376,63
376,828
376,981
376,1006
376,1249
376,1298
376,1394
376,1474
377,63
377,839
377,853
377,1392
377,4705
377,4986
377,5157
377,5624
378,63
378,923
378,1003
378,1246
378,1402
378,1446
378,1458
378,1549
379,63
379,944
379,1328
379,1381
379,1443
379,1509
379,1577
379,1606
380,63
380,1057
380,1091
380,1279
380,1336
380,1397
380,1419
380,1427
381,63
381,1070
381,1225
381,1332
381,1592
381,1600
381,1609
381,1629
382,63
382,1071
382,1118
382,1339
382,1478
382,1489
382,1491
382,1542
383,63
383,1084
383,1303
383,1304
383,1369
383,1376
383,1380
383,1400
384,63
384,1123
384,1316
384,1398
384,1433
384,1476
384,1507
384,1520
385,63
385,1160
385,1466
385,1516
385,1528
385,1529
385,1563
385,1615
386,63
386,1171
386,1410
386,1500
386,1578
386,1581
386,1619
386,1673
387,63
387,1180
387,1307
387,1420
387,1644
387,1827
387,1882
387,1908
388,64
388,688
388,1421
388,1422
388,1480
388,1523
388,1557
388,1603
389,64
389,1641
389,1659
389,1717
389,1730
389,1742
389,1744
389,1745
390,64
390,1791
390,1850
390,1886
390,1929
390,1970
390,2008
390,2032
391,64
391,1799
391,1830
391,1866
391,1911
391,1933
391,1939
392,65
392,125
392,400
392,918
392,1065
392,1148
392,1427
392,1479
393,65
393,408
393,608
393,699
393,1335
393,1534
393,1550
393,1562
394,65
394,638
394,1068
394,1155
394,1644
394,1763
394,1789
394,1907
395,65
395,1839
395,1946
395,2002
395,2041
395,2141
395,2282
395,2368
396,65
396,2049
396,2246
396,2320
396,2329
396,2445
396,2455
396,2511
397,65
397,2240
397,2474
397,2525
397,2532
397,2553
397,2556
397,2603
398,65
398,2388
398,2628
398,2637
398,2659
398,2672
398,2742
398,2755
399,65
399,2805
399,2852
399,2857
399,2872
399,2880
399,2913
399,2922
400,65
400,3274
400,3277
400,3282
400,3293
400,3308
