group,user
92,52
92,91
92,596
92,1017
92,1071
92,1159
92,1249
92,1356
93,52
93,117
93,601
93,895
93,969
93,1089
93,1114
93,1255
94,52
94,445
94,492
94,634
94,751
94,946
94,1149
94,1361
95,52
95,537
95,640
95,908
95,1220
95,1319
95,1357
95,1467
96,52
96,631
96,802
96,1032
96,1633
96,1640
96,1757
96,1784
97,52
97,754
97,755
97,785
97,826
97,1029
97,1281
97,1324
98,52
98,1067
98,1103
98,1275
98,1377
98,1569
98,1604
98,1644
99,52
99,1084
99,1488
99,1615
99,1736
99,1831
99,1966
99,1968
100,52
100,1268
100,1422
100,1571
100,1647
100,1649
100,1659
100,1751
101,52
101,1296
101,1374
101,1500
101,1613
101,1715
101,2044
101,2064
102,52
102,1618
102,1686
102,1695
102,1706
102,1729
102,1744
102,1799
103,56
103,119
103,133
103,209
103,219
103,897
103,1319
103,1459
104,57
104,84
104,87
104,535
104,597
104,615
104,779
104,804
105,57
105,90
105,219
105,354
105,480
105,582
105,2407
105,2633
106,57
106,100
106,106
106,1175
106,2415
106,3291
106,3893
106,4450
107,59
107,84
107,244
107,366
107,545
107,568
107,608
107,613
108,59
108,167
108,181
108,204
108,265
108,383
108,386
108,412
109,59
109,197
109,234
109,422
109,535
109,607
109,839
109,844
110,59
110,315
110,369
110,381
110,597
110,630
110,746
110,880
111,59
111,395
111,606
111,615
111,629
111,647
111,661
111,761
112,59
112,433
112,631
112,645
112,801
112,835
112,845
112,946
113,59
113,444
113,510
113,793
113,952
113,986
113,1066
113,1092
114,59
114,527
114,671
114,1195
114,1237
114,1369
114,1778
114,1795
115,59
115,579
115,678
115,708
115,722
115,804
115,1002
115,1096
116,59
116,617
116,779
116,885
116,911
116,917
116,935
116,1076
117,59
117,730
117,817
117,868
117,878
117,927
117,1118
117,1152
118,59
118,869
118,994
118,1100
118,1276
118,1443
118,1628
118,1708
119,59
119,926
119,972
119,984
119,1019
119,1030
119,1185
119,1280
120,59
120,945
120,1103
120,1105
120,1554
120,1613
120,1996
120,2028
121,59
121,997
121,1194
121,1288
121,1329
121,1452
121,1562
121,1637
122,59
122,1083
122,1091
122,1112
122,1156
122,1187
122,1206
122,1244
123,59
123,1127
123,1297
123,1647
123,1785
123,1890
123,1909
123,2032
124,59
124,1136
124,1175
124,1210
124,1233
124,1250
124,1620
124,1692
125,59
125,1252
125,1257
125,1265
125,1325
125,1380
125,1469
125,1481
126,59
126,1270
126,1370
126,1381
126,1421
126,1439
126,1464
126,1498
127,59
127,1278
127,1358
127,1397
127,1434
127,1450
127,1534
127,1559
128,59
128,1316
128,1441
128,1486
128,1564
128,1583
128,1586
128,1612
129,59
129,1414
129,1435
129,1636
129,1772
129,1787
129,1880
129,1925
130,59
130,1455
130,1641
130,1678
130,1735
130,1740
130,1844
130,2023
131,59
131,1499
131,1560
131,1626
131,1804
131,1947
131,1953
131,1957
132,59
132,1530
132,1666
132,1767
132,1805
132,1851
132,1940
132,1975
133,59
133,1746
133,1776
133,1782
133,1852
133,1863
133,1882
133,1938
134,59
134,1835
134,1907
134,1912
134,1930
134,1958
134,1997
134,2009
135,59
135,2099
135,2113
135,2198
135,2309
135,2408
135,2435
135,2446
136,59
136,2184
136,2250
136,2377
136,2425
136,2741
136,2782
136,2913
137,59
137,2205
137,2240
137,2270
137,2341
137,2342
137,2406
137,2415
138,59
138,2337
138,2343
138,2430
138,2457
138,2485
138,2494
138,2544
139,60
139,61
139,92
139,454
139,1827
139,2116
139,2370
139,2549
140,60
140,97
140,162
140,211
140,532
140,619
140,777
140,842
141,60
141,115
141,2613
141,2724
141,2727
142,61
142,119
142,123
142,254
142,365
142,519
142,594
142,605
143,61
143,137
143,221
143,308
143,667
143,759
143,867
143,953
144,61
144,154
144,185
144,288
144,622
144,674
144,771
144,775
145,61
145,166
145,175
145,593
145,705
145,766
145,835
145,934
146,61
146,220
146,334
146,411
146,485
146,618
146,628
146,798
147,61
147,233
147,243
147,482
147,585
147,632
147,762
147,844
148,61
148,279
148,322
148,385
148,434
148,491
148,695
148,721
149,61
149,284
149,448
149,514
149,574
149,620
149,711
150,65
150,131
150,231
150,391
150,419
150,530
150,752
150,1017
151,67
151,196
151,265
151,761
151,3386
151,5701
151,6759
151,9207
152,68
152,96
152,116
153,69
153,121
153,613
153,746
153,935
153,1092
153,1118
153,1175
154,69
154,1481
154,1534
154,1583
154,1776
154,1958
154,1985
154,2057
155,69
155,1612
155,1787
155,1852
155,1982
155,1997
155,2147
155,2262
156,69
156,1863
156,2206
156,2220
156,2270
156,2404
156,2427
156,2430
157,69
157,3030
157,3038
157,3053
157,3106
157,3149
157,3158
157,3212
158,69
158,3656
158,3676
158,3691
158,3711
158,3721
158,3745
158,3809
159,69
159,4334
159,4335
159,4354
159,4513
159,4516
159,4521
159,4622
160,69
160,6652
160,6687
160,6694
160,6697
160,6705
160,6714
160,6715
161,71
161,72
161,190
161,281
161,301
162,72
162,87
162,224
162,269
162,383
162,456
162,630
162,679
163,72
163,93
163,177
163,608
163,615
163,666
163,678
163,681
164,72
164,205
164,395
164,500
164,727
164,755
164,822
164,907
165,72
165,242
165,804
165,889
165,921
165,1023
165,1046
165,1083
166,72
166,275
166,289
166,557
166,913
166,918
166,950
166,1010
167,72
167,293
167,341
167,535
167,545
167,661
167,796
167,870
168,72
168,396
168,509
168,603
168,826
168,1058
168,1095
168,1305
169,72
169,597
169,607
169,613
169,800
169,920
169,952
169,1051
170,72
170,606
170,682
170,779
170,817
171,75
171,76
171,177
171,199
171,314
171,479
171,535
171,613
172,75
172,93
172,160
172,197
172,598
172,766
172,876
172,888
173,75
173,94
173,121
173,229
173,254
173,257
173,334
173,407
174,75
174,123
174,162
174,286
174,311
174,319
174,328
174,1196
175,75
175,166
175,211
175,519
175,525
175,667
175,695
175,708
176,75
176,184
176,200
176,296
176,597
176,608
176,793
176,911
177,75
177,267
177,545
177,663
177,678
177,710
177,720
177,935
178,75
178,315
178,365
178,615
178,784
178,844
178,878
178,1002
179,75
179,321
179,350
179,425
179,777
179,900
179,1011
179,1171
180,75
180,345
180,366
180,607
180,661
180,671
180,681
180,804
181,75
181,379
181,446
181,564
181,611
181,614
181,1358
181,1591
182,75
182,418
182,454
182,532
182,628
182,835
182,866
182,1003
183,75
183,456
183,469
183,472
183,743
183,796
183,867
183,1044
184,75
184,578
184,581
184,619
184,723
184,883
184,1059
184,1231
185,75
185,749
185,807
185,1046
185,1051
185,1099
185,3053
185,3919
186,75
186,750
186,787
186,788
186,903
186,1151
186,1242
186,1271
187,75
187,897
187,927
187,1450
187,1481
187,1620
187,1741
187,1941
188,75
188,971
188,1086
188,1116
188,1259
188,1412
188,1465
188,1809
189,75
189,1118
189,1236
189,1237
189,1583
189,1782
189,1982
189,2457
190,75
190,1145
190,1174
190,1247
190,1362
190,1482
190,1494
190,1539
191,75
191,1278
191,1296
191,1338
191,1429
191,1550
191,1866
191,1888
192,75
192,1370
192,1397
192,1469
192,1486
192,1646
192,1735
192,1776
193,75
193,1637
193,1737
193,1778
193,1787
193,1882
193,1936
193,1958
194,75
194,1844
194,1863
194,1925
194,1944
194,2009
194,2028
194,2072
195,75
195,1872
195,1928
195,1937
195,1942
195,2056
195,2074
195,2137
196,75
196,2077
196,2152
196,2268
196,2285
196,2298
196,2376
196,3037
197,75
197,2835
197,2880
197,2911
197,2979
197,3105
197,3124
197,3187
198,76
198,124
198,133
198,221
198,234
198,235
198,245
198,315
199,76
199,125
199,186
199,195
199,210
199,274
199,544
199,707
200,76
200,127
200,129
200,288
200,1005
200,3990
200,4485
200,4699
201,78
201,103
201,119
201,195
201,304
201,510
201,760
201,775
202,78
202,117
202,207
202,274
202,289
202,333
202,529
202,618
203,78
203,175
203,197
203,212
203,279
203,431
203,446
203,449
204,78
204,187
204,206
204,230
204,434
204,567
204,594
204,700
205,78
205,189
205,216
205,219
205,264
205,523
205,537
205,969
206,81
206,91
206,528
206,714
206,1181
206,1346
206,1432
206,1640
207,82
207,107
207,241
207,250
207,448
207,474
207,490
207,558
208,83
208,432
208,469
208,610
208,729
208,789
208,834
208,850
209,83
209,1271
209,1687
209,1775
209,1789
209,1881
209,1898
209,1956
210,83
210,2031
210,2120
210,2143
210,2150
210,2209
210,2233
210,2275
211,83
211,2490
211,2557
211,2612
211,2634
211,2752
211,2756
211,2887
212,83
212,3057
212,3114
212,3115
212,3140
212,3170
212,3173
212,3178
213,83
213,3387
213,3408
213,3432
213,3492
213,3497
213,3510
213,3513
214,84
214,93
214,265
214,314
214,519
214,647
214,880
214,911
215,84
215,100
215,301
215,708
215,935
215,1250
215,1464
215,1481
216,84
216,122
216,127
216,264
217,87
217,116
217,124
217,386
217,1452
217,1646
217,1654
217,1708
218,88
218,162
218,322
218,452
218,505
218,787
218,811
218,1143
219,88
219,168
219,243
219,343
219,450
219,473
219,555
219,570
220,88
220,187
220,254
220,532
220,683
220,695
220,710
220,723
221,88
221,206
221,215
221,574
221,795
221,874
221,979
221,995
222,88
222,211
222,279
222,366
222,479
222,597
222,678
222,759
223,88
223,234
223,288
223,629
223,1100
223,1280
223,1996
223,2446
224,88
224,383
224,418
224,519
224,545
224,746
224,784
224,804
225,88
225,410
225,508
225,624
225,674
225,931
225,1203
225,1424
226,88
226,481
226,592
226,667
226,853
226,1000
226,1036
226,1287
227,88
227,491
227,605
227,676
227,738
227,777
227,780
227,866
228,88
228,493
228,579
228,645
228,779
228,1083
228,1092
228,1265
229,88
229,501
229,567
229,809
229,947
229,1049
229,1155
229,1298
230,88
230,522
230,536
230,603
230,727
230,909
230,958
230,1133
231,88
231,612
231,633
231,650
231,805
231,963
231,1218
232,89
232,97
232,161
232,229
232,360
232,441
232,578
232,876
233,89
233,100
233,345
233,1631
233,1813
233,1985
233,2337
233,2587
234,93
234,110
234,444
234,613
234,661
234,817
234,1380
234,1628
235,93
235,137
235,846
235,941
235,971
235,991
235,1005
235,1137
236,93
236,158
236,244
236,381
236,606
236,617
236,804
236,839
237,93
237,161
237,285
237,415
237,425
237,3025
237,3373
237,3837
238,93
238,185
238,212
238,254
238,304
238,337
238,737
238,777
239,93
239,201
239,301
239,317
239,340
240,94
240,123
240,160
240,211
240,350
240,683
240,787
240,1003
241,94
241,167
241,183
241,292
241,349
241,364
241,717
241,1001
242,94
242,181
242,249
242,286
242,511
242,807
242,1291
242,1310
243,95
243,172
243,359
243,407
243,1174
243,1271
243,1846
243,2114
244,95
244,181
244,377
244,392
244,432
244,611
244,788
244,949
245,95
245,223
245,397
245,416
245,2015
246,97
246,104
246,172
246,361
246,374
246,376
246,2209
247,98
247,175
247,363
247,430
247,562
247,592
248,103
248,140
248,219
248,394
248,398
248,568
248,625
248,877
249,103
249,189
249,269
249,399
249,411
249,640
249,847
249,896
250,103
250,217
250,251
250,381
250,828
250,1303
250,1344
250,1350
251,103
251,274
251,313
251,431
251,443
251,657
251,783
251,827
252,103
252,296
252,347
252,406
252,440
252,569
252,581
252,611
253,104
253,148
253,166
253,360
253,544
253,781
253,854
253,980
254,104
254,151
254,154
254,181
254,406
254,631
254,634
254,686
255,106
255,138
255,466
255,590
256,107
256,110
256,762
256,1084
256,1137
257,109
257,112
257,186
258,110
258,479
258,608
258,722
258,746
258,1048
258,1350
258,1423
259,110
259,488
259,631
259,668
259,1019
259,1038
259,1100
259,1103
260,112
260,140
260,325
260,373
260,520
261,113
261,117
261,151
261,488
261,769
261,871
262,114
262,269
262,573
262,577
262,601
262,1029
262,1055
262,1058
263,114
263,343
263,679
263,1101
263,1133
263,1139
263,1167
263,1213
264,114
264,453
264,603
264,861
264,949
264,1032
264,1525
264,1564
265,114
265,500
265,770
265,831
265,959
265,990
265,1094
265,1173
266,114
266,748
266,842
266,1025
266,1110
266,1227
266,1324
266,1387
267,116
267,2028
267,2870
267,3172
267,3291
267,3386
267,3828
267,3853
268,116
268,5461
268,5498
268,5701
268,5737
268,5752
268,5792
268,5803
269,116
269,8139
269,8326
269,8368
269,8373
269,8379
269,8381
269,8392
270,116
270,10430
270,10457
270,10481
270,10524
270,10554
270,10595
270,10617
271,117
271,123
271,181
271,347
271,469
271,579
271,644
271,901
272,117
272,411
272,440
272,578
272,635
272,1084
272,1149
272,1319
273,119
273,127
273,222
273,783
273,1433
273,1532
273,1629
273,1718
274,119
274,166
274,176
274,186
274,234
274,809
274,1014
274,1234
275,119
275,185
275,193
275,278
275,308
275,389
275,787
275,934
276,119
276,188
276,210
276,235
276,239
276,495
276,521
276,706
277,119
277,212
277,245
277,442
277,443
277,835
277,953
277,1024
278,119
278,236
278,251
278,440
278,537
278,848
278,901
278,1126
279,119
279,246
279,264
279,1149
279,1220
279,1303
279,1488
279,1644
280,119
280,247
280,288
280,529
280,877
280,922
280,991
280,3087
281,119
281,257
281,274
281,319
281,347
281,578
281,684
281,691
282,119
282,258
282,299
282,1069
282,1408
282,1681
282,1722
282,1847
283,119
283,271
283,352
283,454
283,564
283,695
283,737
283,738
284,119
284,284
284,322
284,462
284,614
284,657
284,3015
284,3343
285,119
285,313
285,398
285,479
285,928
285,1008
285,1198
285,1458
286,119
286,324
286,582
286,1398
286,1604
286,1896
286,1968
286,2064
287,119
287,379
287,445
287,593
287,673
287,752
287,772
287,1109
288,119
288,433
288,446
288,470
288,625
288,705
288,964
288,1273
289,119
289,501
289,505
289,801
289,1012
289,1050
289,1348
289,1467
290,119
290,507
290,622
290,686
290,811
290,867
290,1027
290,1268
291,119
291,525
291,579
291,581
291,859
291,946
291,1311
291,1368
292,119
292,550
292,600
292,815
292,828
292,884
292,1275
292,1807
293,119
293,619
293,667
293,766
293,780
293,900
293,1003
293,1164
294,119
294,643
294,651
294,1196
294,1339
294,1365
294,1480
294,1501
295,119
295,707
295,711
295,729
295,763
295,1399
295,1828
295,1854
296,119
296,726
296,798
296,887
296,1089
296,1104
296,1256
296,1320
297,119
297,746
297,777
297,1049
297,1059
297,1247
297,1267
297,1703
298,119
298,820
298,917
298,977
298,1013
298,1036
298,1083
298,1381
299,119
299,883
299,903
299,999
299,1216
299,1343
299,1421
299,1563
300,119
300,908
300,986
300,1067
300,1114
300,1233
300,1235
300,1640
301,121
301,158
301,200
301,345
301,545
301,615
301,708
301,880
302,121
302,160
302,195
302,328
302,365
302,418
302,678
302,777
303,121
303,161
303,293
303,314
303,525
303,710
303,738
303,759
304,121
304,245
304,319
304,479
304,519
304,579
304,780
304,888
305,121
305,292
305,341
305,597
305,647
305,667
305,1023
305,1076
306,121
306,349
306,360
306,608
306,630
306,784
306,1096
306,1244
307,121
307,350
307,426
307,532
307,598
307,699
307,894
307,1033
308,121
308,366
308,663
308,683
308,818
308,898
308,1236
308,1274
309,121
309,425
309,454
309,594
309,619
309,798
309,876
309,1049
310,121
310,444
310,571
310,605
310,737
310,781
310,892
310,1119
311,121
311,535
311,681
311,720
311,1002
311,1046
311,1443
311,1583
312,121
312,661
312,695
312,742
312,866
312,1011
312,1059
312,1078
313,121
313,723
313,766
313,1051
313,1116
313,1144
313,1261
313,1311
314,121
314,730
314,793
314,804
314,870
314,1156
314,1201
314,1210
315,121
315,854
315,986
315,1001
315,1333
315,1350
315,1450
315,1982
316,121
316,900
316,1004
316,1196
316,1231
316,1353
316,1456
316,1465
317,121
317,997
317,1003
317,1158
317,1200
317,1238
317,1260
317,1662
318,122
318,251
318,897
318,1201
318,2246
318,2407
318,2646
318,2665
319,123
319,126
319,184
319,425
319,434
319,598
319,1827
319,4094
320,123
320,188
320,249
320,321
320,414
320,809
320,867
320,903
321,123
321,195
321,229
321,432
321,534
321,677
321,700
321,892
322,123
322,225
322,407
322,777
322,1403
322,1410
322,1465
322,1482
323,123
323,257
323,296
323,359
323,472
323,495
323,702
323,788
324,123
324,270
324,278
324,379
324,578
324,731
324,760
324,1194
325,123
325,271
325,304
325,691
325,746
325,766
325,786
325,793
326,123
326,274
326,322
326,521
326,593
326,883
326,1160
326,1180
327,123
327,289
327,326
327,398
327,828
327,860
327,897
327,1084
328,123
328,332
328,377
328,542
328,585
328,918
328,941
328,965
329,123
329,334
329,440
329,510
329,525
329,564
329,582
329,1601
330,123
330,339
330,411
330,529
330,665
330,1089
330,1126
330,2663
331,123
331,406
331,441
331,477
331,900
331,1049
331,1116
331,1494
332,123
332,426
332,428
332,459
332,504
332,546
332,1640
332,1656
333,124
333,137
333,921
333,962
333,1000
333,1134
333,1439
333,2527
334,124
334,138
334,139
334,3990
334,4421
334,5065
334,5200
334,5254
335,125
335,133
335,188
335,222
335,306
335,3990
335,4932
335,5307
336,125
336,136
336,138
336,235
336,338
336,433
336,443
336,1096
337,125
337,148
337,234
337,239
337,319
337,460
337,610
337,677
338,125
338,159
338,200
338,277
338,3037
338,4117
338,4182
338,4262
339,125
339,166
339,245
339,313
339,594
339,691
339,867
339,917
340,125
340,217
340,292
340,479
340,1175
340,1244
340,1316
340,1333
341,125
341,221
341,279
341,293
341,381
341,461
341,705
341,708
342,125
342,224
342,315
342,484
342,613
342,870
342,1083
342,1253
343,126
343,138
343,175
343,556
343,604
344,129
344,137
344,156
344,191
344,4932
344,5254
344,5540
344,6296
345,133
345,141
345,158
345,292
345,1620
345,1982
345,2010
345,2300
346,133
346,186
346,313
346,838
346,922
346,953
346,1096
346,1273
347,133
347,201
347,387
347,529
347,643
347,644
348,136
348,148
348,210
348,571
348,809
348,1005
348,1020
348,1332
349,136
349,166
349,254
349,278
349,507
349,771
349,825
349,827
350,136
350,180
350,198
350,363
350,705
350,706
350,1014
350,1217
351,136
351,193
351,234
351,313
351,329
351,668
351,938
351,1069
352,136
352,258
352,360
352,479
352,594
352,737
352,900
352,1050
353,136
353,274
353,321
353,519
353,775
353,999
353,1247
353,1251
354,138
354,157
354,309
354,439
354,521
354,1343
354,1399
354,1995
355,138
355,188
355,191
355,279
355,830
355,962
355,964
355,1036
356,145
356,147
356,1448
356,1999
356,2660
356,2791
356,2819
356,2856
357,146
357,252
357,699
357,888
357,1144
357,1193
357,1200
357,1313
358,146
358,1017
358,1031
358,1225
358,1331
358,1384
358,1414
358,1519
359,146
359,1558
359,1656
359,1704
359,1760
359,1811
359,1903
359,2047
360,147
360,167
360,269
360,289
360,810
360,933
360,1101
360,1158
361,147
361,175
361,521
361,619
361,709
361,983
361,1078
361,1279
362,148
362,164
362,329
362,637
362,641
362,694
362,736
362,902
363,148
363,171
363,507
363,838
363,1064
363,1185
363,1402
363,1404
364,148
364,186
364,235
364,653
364,719
364,771
364,1228
364,1386
365,148
365,248
365,634
365,662
365,675
365,1081
365,1082
365,1102
366,148
366,686
366,814
366,894
366,968
366,1014
366,1460
366,1527
367,151
367,167
367,263
367,450
367,493
367,655
367,791
367,831
368,151
368,180
368,261
368,478
368,716
368,772
368,858
368,906
369,151
369,198
369,562
369,601
369,637
369,640
369,680
369,768
370,153
370,306
370,336
371,154
371,163
371,2541
371,2599
371,2744
371,2946
371,3075
371,3184
372,154
372,171
372,180
372,204
372,233
372,278
372,801
372,1030
373,154
373,179
373,737
373,1038
373,1222
373,1241
373,1261
373,1969
374,155
374,398
374,582
374,589
374,604
375,156
375,2140
375,2194
375,2250
375,2280
375,2309
375,2505
375,2649
376,156
376,2175
376,2401
376,2517
376,2570
376,2577
376,2782
376,2963
377,156
377,3184
377,3290
377,3498
377,3505
377,3572
377,3576
377,3584
378,156
378,3195
378,3552
378,3697
378,3756
378,3805
378,3833
378,3835
379,156
379,4270
379,4287
379,4290
379,4293
379,4333
379,4336
379,4338
380,156
380,4355
380,4374
380,4393
380,4397
380,4402
380,4410
380,4417
381,156
381,4389
381,4398
381,4404
381,4421
381,4425
381,4427
381,4453
382,156
382,4439
382,4442
382,4443
382,4595
382,4601
382,4630
382,4706
383,156
383,4841
383,4863
383,4930
383,4950
383,4975
383,4982
383,4984
384,156
384,5376
384,5408
384,5432
384,5490
384,5492
384,5498
384,5547
385,156
385,5557
385,5570
385,5575
385,5597
385,5598
385,5621
385,5622
386,156
386,6037
386,6047
386,6050
386,6079
386,6086
386,6088
386,6113
387,156
387,6062
387,6066
387,6074
387,6076
387,6127
387,6128
387,6131
388,156
388,6706
388,6710
388,6755
388,6778
388,6780
388,6792
388,6795
389,156
389,6848
389,6861
389,6885
389,6904
389,6917
389,6922
389,6928
390,156
390,6936
390,6939
390,6947
390,6965
390,6976
390,6990
390,7046
391,156
391,6940
391,6958
391,6966
391,6981
391,6988
391,7002
391,7003
392,156
392,7218
392,7250
392,7288
392,7311
392,7322
392,7339
392,7348
393,156
393,7227
393,7228
393,7323
393,7325
393,7332
393,7338
393,7357
394,156
394,7359
394,7363
394,7366
394,7375
394,7386
394,7390
394,7402
395,156
395,7381
395,7401
395,7405
395,7413
395,7422
395,7426
395,7498
396,156
396,7391
396,7399
396,7403
396,7404
396,7412
396,7423
396,7425
397,156
397,7820
397,7845
397,7847
397,7863
397,7865
397,7874
397,7884
398,156
398,7907
398,7909
398,7911
398,7933
398,7963
398,7977
398,7978
399,156
399,8198
399,8213
399,8216
399,8217
399,8218
399,8227
399,8228
400,156
400,8209
400,8224
400,8225
400,8231
400,8235
400,8244
400,8287
401,156
401,8392
401,8402
401,8408
401,8410
401,8419
401,8431
401,8439
402,156
402,8401
402,8404
402,8421
402,8425
402,8446
402,8447
402,8466
403,156
403,8407
403,8427
403,8440
403,8443
403,8498
403,8499
403,8501
404,156
404,8470
404,8503
404,8504
404,8521
404,8531
404,8535
404,8545
405,156
405,8788
405,8807
405,8818
405,8820
405,8832
405,8838
405,8848
406,156
406,8802
406,8840
406,8842
406,8843
406,8847
406,8860
406,8862
407,156
407,9046
407,9051
407,9072
407,9075
407,9086
407,9087
407,9095
408,156
408,9057
408,9096
408,9118
408,9137
408,9155
408,9166
408,9185
409,156
409,9082
409,9101
409,9104
409,9157
409,9183
409,9190
409,9192
410,156
410,9136
410,9170
410,9171
410,9181
410,9203
