group,item,timestamp
68,7059,2021
68,3170,2020
68,157,2021
68,1948,2020
69,2753,2021
69,84,2021
69,157,2019
70,262,2020
70,1785,2021
70,78,2020
70,271,2021
70,627,2021
71,240,2021
71,84,2021
71,4293,2021
71,1132,2021
71,308,2021
72,494,2020
72,83,2019
72,46,2020
72,94,2020
73,220,2020
73,194,2020
73,87,2021
74,3465,2021
74,169,2020
74,1160,2019
74,5143,2019
74,532,2020
75,940,2021
75,118,2022
75,171,2021
75,680,2022
75,360,2020
76,86,2019
76,1202,2019
76,516,2021
76,2,2021
76,6186,2020
76,26,2021
76,219,2021
77,2859,2021
77,900,2021
77,308,2021
78,1104,2020
78,223,2020
78,46,2020
79,1208,2019
79,6527,2021
79,337,2021
80,441,2021
80,256,2021
80,1297,2021
80,74,2022
80,334,2020
80,1991,2020
80,252,2021
80,287,2021
81,5354,2019
81,1607,2020
81,252,2021
81,2718,2020
81,404,2021
82,32,2020
82,75,2021
82,210,2021
82,1027,2021
83,644,2020
83,1823,2021
83,203,2021
83,107,2021
83,491,2020
84,456,2020
84,1939,2021
84,782,2019
85,2,2021
85,43,2021
85,1664,2021
85,1234,2021
86,1445,2021
86,120,2021
86,2412,2020
87,109,2022
87,2263,2021
87,118,2022
87,525,2021
88,6758,2020
88,2061,2020
88,237,2021
89,100,2021
89,3,2021
89,64,2021
89,30,2021
89,135,2021
89,1210,2022
89,3089,2021
90,1282,2021
90,134,2021
90,234,2021
90,168,2020
91,1,2021
91,33,2021
91,57,2021
91,2361,2021
91,49,2021
92,91,2021
92,51,2021
92,277,2020
93,1264,2020
93,20,2021
93,566,2020
93,50,2021
93,279,2020
93,3897,2021
93,99,2020
93,192,2021
94,874,2021
94,292,2021
94,20,2020
94,1260,2021
94,820,2019
95,230,2021
95,2800,2021
95,3431,2020
96,325,2021
96,84,2019
96,217,2021
97,60,2021
97,4081,2019
97,277,2020
97,252,2021
97,320,2021
97,1286,2021
98,215,2019
98,125,2020
98,1066,2020
99,130,2020
99,8,2019
99,335,2021
99,621,2021
99,355,2021
99,455,2020
99,3,2019
100,91,2021
100,215,2019
100,595,2019
100,26,2021
100,377,2019
100,32,2020
100,83,2021
100,14,2020
100,8,2019
100,39,2021
100,3,2020
100,537,2021
101,14,2020
101,137,2020
101,537,2020
102,971,2020
102,775,2020
102,721,2020
103,32,2020
103,8,2019
103,115,2021
103,7,2021
103,537,2019
104,3,2021
104,8,2021
104,335,2022
104,215,2021
105,32,2020
105,19,2021
105,3,2021
105,8,2019
106,168,2021
106,48,2021
106,19,2021
107,99,2021
107,246,2020
107,154,2021
108,19,2021
108,125,2019
108,120,2019
109,1534,2019
109,710,2020
109,2341,2020
110,170,2021
110,328,2020
110,924,2021
110,349,2020
111,989,2020
111,62,2020
111,94,2019
111,83,2020
111,408,2021
112,845,2019
112,236,2020
112,360,2020
113,1716,2020
113,4876,2019
113,538,2021
113,161,2021
114,2543,2022
114,958,2021
114,623,2019
114,223,2019
114,204,2021
114,237,2021
114,126,2019
114,262,2021
115,1297,2021
115,584,2022
115,480,2021
116,1217,2021
116,297,2021
116,312,2020
116,1529,2021
116,88,2020
116,251,2020
116,1007,2020
117,2588,2021
117,50,2021
117,1104,2020
117,204,2020
118,323,2020
118,2493,2020
118,413,2021
118,111,2020
118,173,2020
118,1399,2020
118,4287,2020
119,960,2021
119,11,2021
119,114,2020
119,1056,2021
119,105,2020
120,363,2021
120,485,2021
120,66,2021
121,355,2021
121,966,2020
121,381,2020
121,630,2019
121,993,2020
121,37,2021
122,369,2020
122,1,2020
122,73,2021
122,425,2020
122,33,2020
123,26,2021
123,25,2021
123,1063,2021
123,2530,2021
124,569,2021
124,519,2020
124,2,2019
124,137,2020
124,1285,2021
125,274,2020
125,454,2021
125,569,2021
125,633,2019
126,2783,2019
126,1515,2020
126,771,2021
126,2946,2020
126,195,2019
126,157,2021
126,156,2021
126,2243,2020
126,715,2021
127,64,2019
127,158,2021
127,216,2021
127,58,2020
127,621,2019
127,238,2020
127,26,2021
127,723,2021
127,280,2020
127,286,2020
127,1946,2021
128,1,2019
128,13,2021
128,301,2020
128,54,2021
128,6,2021
128,206,2021
129,1,2021
129,2687,2020
129,548,2020
130,2243,2020
130,310,2020
130,1442,2020
131,989,2020
131,1278,2019
131,506,2019
131,231,2019
131,99,2021
132,58,2020
132,20,2021
132,416,2020
132,1176,2019
133,740,2019
133,4809,2021
133,1207,2021
133,957,2019
133,29,2021
133,2143,2021
134,42,2019
134,141,2020
134,1266,2020
134,853,2020
134,183,2021
134,1060,2021
134,358,2021
134,274,2020
134,852,2020
135,63,2020
135,394,2021
135,152,2021
135,300,2020
136,25,2021
136,264,2021
136,335,2021
137,277,2020
137,964,2020
137,355,2021
138,141,2020
138,76,2020
138,121,2019
139,731,2021
139,121,2022
139,1517,2021
139,85,2020
139,1191,2021
140,29,2019
140,88,2020
140,580,2019
140,1338,2020
140,817,2019
141,1455,2020
141,412,2021
141,4171,2021
141,82,2020
141,15,2021
141,2889,2021
141,107,2020
142,202,2019
142,163,2019
142,246,2021
143,218,2021
143,157,2019
143,503,2021
143,58,2021
143,55,2020
143,493,2020
144,189,2021
144,429,2021
144,443,2020
144,868,2019
145,392,2019
145,535,2021
145,4064,2020
146,636,2021
146,374,2021
146,162,2020
146,1123,2021
146,2894,2021
146,908,2021
147,43,2022
147,64,2021
147,26,2021
147,1172,2021
147,1378,2021
147,193,2021
147,337,2020
147,78,2021
147,79,2020
147,71,2021
147,697,2021
147,869,2019
147,983,2021
147,643,2019
148,694,2021
148,223,2021
148,71,2021
148,471,2021
148,486,2021
148,83,2021
149,666,2021
149,265,2021
149,299,2021
149,536,2021
149,152,2021
149,279,2021
149,646,2021
149,453,2020
150,2690,2021
150,95,2021
150,3887,2021
150,543,2021
151,17,2021
151,97,2020
151,192,2021
152,5,2019
152,181,2020
152,410,2020
152,179,2019
153,1040,2021
153,5,2021
153,184,2021
153,2553,2021
153,4070,2021
153,1649,2021
154,43,2021
154,39,2021
154,138,2019
154,14,2020
155,138,2019
155,163,2020
155,5733,2019
155,489,2022
155,378,2021
156,5282,2021
156,592,2021
156,579,2021
156,19,2020
156,3,2021
156,2920,2021
157,6015,2021
157,1316,2022
157,126,2020
157,5125,2020
157,579,2021
157,157,2021
157,412,2021
157,5778,2021
158,26,2021
158,30,2021
158,39,2021
158,3,2021
159,156,2020
159,12,2019
159,8,2020
159,73,2020
160,582,2022
160,801,2020
160,362,2021
160,455,2020
161,124,2019
161,264,2020
161,8,2019
161,602,2021
162,1378,2021
162,395,2020
162,455,2020
163,233,2021
163,156,2020
163,206,2022
164,124,2019
164,1669,2021
164,73,2019
165,126,2019
165,3,2020
165,124,2019
165,395,2020
166,2654,2021
166,355,2020
166,233,2021
167,36,2019
167,4203,2020
167,384,2020
168,156,2019
168,1943,2021
168,8,2019
169,6624,2020
169,658,2019
169,387,2020
169,390,2019
169,70,2019
170,2816,2020
170,23,2021
170,188,2021
171,334,2019
171,6909,2021
171,1958,2019
171,756,2020
171,367,2019
172,64,2020
172,241,2021
172,72,2020
172,58,2019
172,170,2021
172,4593,2022
172,32,2020
172,137,2020
172,782,2019
172,130,2020
173,1056,2021
173,1086,2022
173,11,2021
173,339,2019
173,793,2021
173,105,2021
174,11,2021
174,105,2020
174,2,2020
175,728,2021
175,250,2021
175,223,2020
175,104,2019
176,2590,2021
176,20,2021
176,1820,2020
177,213,2021
177,8,2021
177,178,2020
177,1581,2021
177,602,2021
177,17,2019
177,1130,2019
177,164,2020
178,2783,2019
178,35,2020
178,199,2021
179,509,2020
179,3,2020
179,1039,2020
180,6297,2021
180,2405,2021
180,721,2021
181,575,2021
181,3,2020
181,484,2021
181,349,2021
182,67,2020
182,64,2020
182,312,2020
182,1626,2020
182,721,2020
182,874,2021
182,359,2020
182,170,2021
182,2,2020
182,241,2021
182,1529,2021
183,96,2021
183,223,2021
183,137,2020
183,30,2021
183,64,2020
183,1529,2021
184,2496,2019
184,1294,2021
184,550,2020
184,158,2021
185,1512,2021
185,157,2021
185,242,2021
185,1875,2021
185,4189,2022
186,649,2021
186,3020,2022
186,416,2020
186,1811,2020
186,936,2021
187,681,2020
187,6780,2020
187,458,2020
187,38,2021
187,6566,2020
187,17,2020
187,89,2021
188,29,2021
188,681,2021
188,184,2021
188,165,2020
188,243,2020
188,5614,2020
189,7,2020
189,30,2021
189,18,2021
190,17,2020
190,11,2021
190,5,2021
190,10,2021
190,2523,2021
190,101,2021
190,48,2021
190,15,2021
190,236,2021
190,778,2021
190,1336,2021
191,17,2020
191,5920,2021
191,3893,2021
191,2398,2021
191,5136,2020
192,58,2019
192,2,2020
192,104,2019
192,79,2019
192,32,2019
192,216,2020
193,362,2021
193,1836,2020
193,1496,2021
194,1669,2021
194,243,2021
194,1432,2021
194,971,2021
195,2336,2021
195,2810,2019
195,3629,2020
195,386,2021
195,1285,2021
195,24,2021
195,1867,2020
195,5251,2019
195,2319,2019
195,2188,2020
195,853,2020
195,520,2019
195,5756,2021
196,3,2021
196,4201,2019
196,523,2021
196,294,2019
196,961,2021
196,1602,2021
196,863,2022
196,1536,2021
196,25,2020
196,10,2021
197,106,2021
197,1803,2019
197,23,2021
197,18,2021
198,1597,2020
198,88,2021
198,40,2021
199,475,2021
199,686,2021
199,43,2020
199,3030,2020
199,30,2021
199,6297,2021
199,1699,2021
199,25,2021
199,273,2020
199,340,2022
199,8,2021
199,3,2020
200,96,2020
200,60,2021
200,450,2020
200,104,2019
200,91,2021
201,470,2020
201,393,2021
201,540,2021
201,5339,2019
201,187,2021
201,44,2021
202,5,2020
202,1723,2021
202,97,2020
202,4,2020
202,1146,2021
203,116,2021
203,1160,2021
203,44,2021
204,46,2019
204,2,2019
204,32,2019
204,151,2021
204,58,2019
204,106,2021
205,898,2021
205,29,2021
205,1180,2021
205,34,2020
206,3,2021
206,137,2021
206,2505,2020
206,721,2020
206,594,2020
206,597,2021
206,1253,2021
207,1006,2021
207,222,2021
207,3333,2021
207,254,2021
207,102,2020
207,241,2021
208,3691,2021
208,5849,2021
208,6956,2021
208,597,2021
208,2243,2019
208,3893,2021
208,195,2021
209,2664,2020
209,6997,2020
209,825,2021
209,852,2021
209,4392,2021
210,29,2021
210,1130,2019
210,2481,2021
210,4392,2021
211,2481,2021
211,417,2021
211,3691,2021
212,147,2020
212,65,2021
212,72,2021
212,342,2021
212,1052,2021
213,2483,2022
213,2481,2021
213,4392,2021
213,5849,2020
213,3691,2021
213,1577,2020
214,2844,2021
214,327,2021
214,211,2021
215,97,2021
215,1892,2021
215,1750,2019
216,32,2021
216,72,2019
216,455,2021
216,860,2021
216,953,2020
216,151,2020
216,14,2019
217,2241,2019
217,1386,2020
217,587,2020
217,1645,2019
218,14,2020
218,362,2021
218,26,2021
218,621,2021
219,2,2020
219,362,2022
219,670,2020
219,335,2020
220,19,2020
220,30,2021
220,2616,2020
220,587,2020
220,2134,2019
221,512,2021
221,337,2020
221,3841,2022
222,4,2021
222,153,2021
222,970,2021
222,4556,2020
222,310,2019
223,868,2021
223,397,2020
223,1540,2020
223,775,2020
223,1788,2020
223,1201,2021
224,490,2022
224,8,2021
224,965,2022
224,79,2021
225,395,2022
225,965,2022
225,286,2019
225,556,2021
225,170,2021
226,50,2019
226,535,2021
226,20,2021
226,269,2021
227,1094,2021
227,8,2021
227,2588,2021
228,1,2020
228,483,2020
228,9,2020
229,254,2021
229,2,2021
229,64,2020
229,3,2021
229,628,2021
229,1508,2021
229,51,2021
230,390,2019
230,13,2021
230,108,2020
231,112,2020
231,2171,2020
231,1245,2019
231,364,2020
232,32,2021
232,79,2021
232,258,2021
232,579,2021
232,135,2020
232,302,2020
233,60,2021
233,3421,2021
233,327,2021
233,79,2021
233,67,2020
234,67,2020
234,72,2022
234,306,2021
234,110,2021
234,2664,2020
234,1561,2021
235,669,2021
235,67,2021
235,1900,2020
236,110,2020
236,234,2019
236,421,2020
236,294,2022
237,258,2021
237,3131,2020
237,211,2021
238,764,2021
238,211,2021
238,2390,2021
239,5150,2022
239,579,2021
239,72,2022
239,347,2020
239,79,2021
240,1024,2021
240,32,2021
240,327,2021
241,67,2020
241,93,2022
241,52,2019
242,1504,2021
242,3321,2021
242,306,2021
242,3476,2021
243,362,2020
243,579,2021
243,1135,2021
243,5803,2022
244,1135,2021
244,135,2020
244,8,2019
244,440,2020
245,32,2021
245,3,2021
245,8,2021
245,72,2021
245,362,2021
246,51,2021
246,1245,2020
246,869,2020
246,193,2020
246,1066,2020
246,2322,2021
247,1928,2021
247,1336,2020
247,17,2022
248,905,2021
248,765,2022
248,5,2020
248,4005,2020
249,876,2021
249,346,2020
249,1467,2021
249,1117,2021
250,2523,2021
250,515,2021
250,1314,2021
250,615,2021
250,3793,2021
250,169,2020
251,2,2020
251,71,2020
251,1006,2020
252,18,2021
252,1975,2020
252,1035,2021
252,429,2021
252,495,2020
253,14,2019
253,395,2020
253,32,2021
254,604,2020
254,164,2020
254,461,2021
254,468,2020
254,1244,2021
254,371,2020
255,194,2021
255,162,2021
255,416,2022
255,5514,2019
256,451,2020
256,2806,2020
256,4963,2021
257,151,2019
257,67,2019
257,303,2021
257,32,2021
257,349,2019
257,860,2019
257,843,2019
257,1510,2019
257,94,2021
257,14,2019
257,60,2020
257,2,2021
257,126,2019
257,72,2019
257,79,2021
257,3,2021
258,4,2020
258,437,2020
258,2496,2020
258,1911,2021
259,2,2021
259,303,2021
259,26,2021
260,2,2021
260,123,2021
260,180,2019
260,1251,2019
260,473,2020
261,3,2021
261,2,2021
261,1917,2020
261,32,2021
261,151,2021
262,3,2021
262,123,2021
262,72,2019
263,2,2021
263,2699,2019
263,303,2021
263,473,2020
264,395,2021
264,1972,2020
264,473,2020
264,854,2021
264,733,2021
264,3,2020
265,123,2020
265,4324,2020
265,2,2021
265,1011,2021
265,151,2021
265,14,2019
266,2,2021
266,16,2021
266,116,2021
267,1740,2021
267,25,2020
267,653,2021
268,1391,2021
268,1206,2022
268,101,2021
268,23,2021
269,12,2021
269,49,2021
269,435,2021
270,2047,2021
270,2571,2021
270,4333,2021
270,514,2020
271,3,2021
271,474,2020
271,508,2021
271,455,2021
271,104,2020
272,233,2021
272,4975,2020
272,14,2020
272,496,2020
272,32,2021
273,96,2019
273,3113,2021
273,763,2019
273,25,2020
273,14,2019
274,314,2021
274,96,2021
274,969,2021
274,19,2021
274,26,2020
275,1213,2021
275,1188,2021
275,214,2021
275,2546,2019
276,127,2019
276,299,2021
276,313,2021
276,1711,2022
276,214,2021
277,1,2020
277,465,2020
277,97,2020
277,87,2021
277,689,2021
277,1081,2022
278,576,2020
278,8,2020
278,3704,2020
278,32,2019
278,58,2019
278,144,2020
278,26,2020
279,705,2021
279,855,2020
279,122,2021
279,3704,2020
279,217,2021
280,5901,2020
280,258,2020
280,828,2020
280,64,2020
281,828,2021
281,222,2022
281,211,2021
281,30,2022
282,31,2021
282,573,2021
282,90,2021
282,929,2021
283,1357,2021
283,30,2021
283,14,2021
284,2962,2020
284,317,2021
284,288,2021
284,76,2021
284,223,2021
285,13,2021
285,2483,2021
285,212,2021
286,1286,2020
286,2,2020
286,668,2021
286,669,2021
286,25,2021
286,264,2021
287,467,2021
287,346,2020
287,251,2021
287,153,2021
287,1257,2021
288,6094,2022
288,1114,2021
288,63,2020
288,1098,2021
289,100,2021
289,608,2022
289,860,2019
289,9,2021
289,19,2021
290,146,2020
290,619,2019
290,106,2020
290,1767,2021
290,94,2019
290,132,2021
290,197,2020
290,1721,2021
291,720,2019
291,2092,2019
291,56,2021
291,3236,2019
292,1314,2021
292,443,2021
292,536,2021
293,8,2020
293,19,2021
293,26,2021
293,43,2021
293,306,2021
293,108,2021
293,1631,2021
293,164,2021
294,530,2021
294,6207,2021
294,919,2021
294,870,2021
295,3414,2019
295,829,2021
295,857,2021
295,1350,2019
295,1500,2021
295,37,2021
295,363,2021
296,363,2021
296,1727,2021
296,1628,2019
296,2182,2021
296,143,2021
296,1912,2021
296,652,2021
296,315,2021
297,185,2020
297,574,2020
297,3730,2020
297,857,2021
297,6632,2019
297,41,2021
297,17,2019
297,274,2020
298,473,2019
298,1103,2021
298,5,2021
299,323,2020
299,2148,2020
299,2173,2021
299,1115,2020
300,1103,2021
300,47,2021
300,568,2021
300,748,2021
301,1727,2021
301,20,2020
301,2058,2020
301,99,2020
301,24,2020
301,4810,2020
302,58,2021
302,137,2021
302,654,2021
302,127,2019
302,131,2019
302,846,2021
303,4894,2019
303,1511,2021
303,358,2021
304,4008,2021
304,170,2021
304,377,2021
304,19,2021
304,2420,2021
305,412,2021
305,860,2021
305,763,2021
305,75,2020
306,1330,2021
306,252,2021
306,74,2021
306,270,2021
306,492,2021
307,2,2021
307,52,2020
307,8,2020
307,2569,2020
307,150,2020
308,676,2021
308,2210,2020
308,487,2021
309,72,2021
309,616,2021
309,2379,2021
309,1052,2021
309,8,2021
310,71,2021
310,140,2021
310,359,2020
310,46,2020
310,14,2020
310,280,2021
310,621,2020
311,507,2019
311,884,2021
311,114,2021
311,371,2019
312,37,2021
312,1337,2021
312,163,2020
313,4,2021
313,2082,2021
313,503,2021
313,358,2021
314,202,2021
314,313,2021
314,6844,2019
315,823,2020
315,3892,2019
315,6085,2020
315,2285,2021
316,773,2021
316,17,2019
316,59,2021
316,853,2020
316,1720,2021
316,3770,2021
317,91,2021
317,1,2021
317,264,2021
317,26,2021
317,302,2020
317,49,2020
318,2870,2020
318,708,2020
318,2803,2021
318,526,2021
318,51,2021
318,18,2019
318,311,2021
319,264,2021
319,1067,2021
319,2322,2021
320,43,2021
320,1378,2020
320,1271,2021
321,105,2021
321,5987,2019
321,744,2021
321,2165,2019
322,70,2020
322,66,2021
322,3068,2020
322,112,2019
322,7197,2019
323,64,2021
323,619,2021
323,533,2019
323,1041,2021
323,270,2021
324,485,2021
324,392,2021
324,1173,2021
324,966,2021
324,20,2021
324,679,2021
325,178,2021
325,431,2020
325,2322,2021
325,222,2021
326,302,2021
326,57,2021
326,49,2020
326,6,2019
326,1415,2021
326,306,2020
326,257,2019
327,1067,2021
327,53,2020
327,32,2020
327,232,2021
327,176,2021
328,5,2019
328,550,2020
328,1400,2021
328,626,2021
329,2,2021
329,60,2020
329,1526,2021
329,556,2021
329,721,2021
330,2032,2020
330,1599,2021
330,471,2021
331,533,2021
331,5077,2019
331,4112,2019
332,151,2019
332,585,2021
332,1642,2021
332,1119,2021
333,128,2021
333,9,2021
333,1654,2021
333,1,2021
333,28,2021
334,2,2021
334,359,2021
334,170,2021
335,162,2021
335,965,2021
335,132,2021
336,74,2019
336,4136,2019
336,218,2021
336,942,2021
336,4392,2021
337,1599,2019
337,100,2020
337,2,2019
337,1006,2021
337,529,2019
338,2283,2019
338,1940,2021
338,308,2021
339,100,2021
339,4084,2021
339,693,2021
339,46,2021
339,161,2019
339,51,2021
340,371,2020
340,114,2021
340,188,2021
340,287,2021
341,353,2021
341,61,2021
341,633,2019
341,1912,2021
341,53,2021
341,1513,2021
341,747,2021
341,51,2021
342,2,2022
342,125,2021
342,280,2019
342,67,2020
342,669,2021
343,511,2022
343,2,2021
343,3961,2019
343,6997,2019
343,280,2021
344,3,2021
344,137,2021
344,628,2021
344,1089,2021
344,161,2020
344,280,2019
344,104,2021
344,526,2021
344,1119,2021
344,79,2021
344,2,2021
344,4609,2019
345,2,2021
345,280,2021
345,19,2021
346,85,2019
346,573,2020
346,1,2020
346,51,2021
346,600,2021
347,2,2021
347,474,2020
347,508,2021
347,161,2019
347,930,2020
347,3855,2021
348,60,2020
348,2,2021
348,1816,2021
348,79,2019
348,412,2021
349,161,2021
349,205,2020
349,133,2021
349,400,2021
349,628,2021
350,699,2021
350,1977,2020
350,41,2019
350,5256,2021
350,125,2021
351,783,2019
351,2454,2021
351,125,2022
351,4960,2019
351,5176,2019
351,126,2022
351,2,2021
352,5,2020
352,223,2020
352,1514,2019
353,1514,2019
353,317,2019
353,51,2021
354,585,2021
354,450,2021
354,1132,2020
354,2718,2020
354,616,2020
355,164,2021
355,2367,2021
355,252,2021
355,1066,2021
355,72,2019
355,8,2020
355,3053,2020
355,333,2020
355,104,2021
356,3,2021
356,153,2020
356,8,2021
357,269,2021
357,406,2019
357,4695,2021
358,68,2021
358,679,2020
358,2652,2019
359,30,2021
359,104,2019
359,83,2021
359,1605,2019
359,1514,2021
360,30,2022
360,62,2021
360,222,2022
360,46,2021
360,1286,2021
361,2857,2020
361,872,2020
361,444,2020
362,30,2021
362,2827,2021
362,98,2020
362,3,2022
362,1869,2021
363,17,2020
363,64,2020
363,63,2021
363,59,2021
363,363,2021
364,1627,2020
364,59,2021
364,98,2019
364,883,2021
365,1085,2021
365,2289,2021
365,53,2021
365,66,2020
365,2701,2019
365,241,2021
365,32,2021
366,63,2020
366,3252,2021
366,50,2019
366,2604,2020
367,2105,2021
367,446,2020
367,1375,2020
367,218,2019
368,532,2020
368,263,2020
368,84,2020
369,1951,2019
369,1013,2019
369,47,2019
369,240,2021
370,359,2020
370,1508,2020
370,337,2020
370,439,2021
370,467,2022
371,302,2021
371,36,2021
371,104,2019
371,12,2021
372,582,2021
372,331,2021
372,214,2021
372,727,2021
372,40,2021
373,6011,2021
373,47,2019
373,664,2021
374,16,2021
374,3718,2021
374,1436,2020
375,987,2021
375,6635,2021
375,1013,2020
376,84,2020
376,47,2019
376,3530,2020
376,157,2019
377,2032,2021
377,1143,2020
377,855,2021
377,47,2019
378,109,2021
378,13,2021
378,1121,2021
379,1221,2019
379,3530,2020
379,47,2019
379,84,2020
380,1221,2020
380,217,2021
380,47,2020
380,84,2020
381,47,2020
381,2449,2020
381,1243,2021
382,855,2020
382,97,2020
382,6859,2020
382,40,2019
383,240,2020
383,120,2022
383,555,2021
384,2852,2019
384,1143,2021
384,532,2020
384,169,2019
385,511,2022
385,406,2020
385,1433,2020
385,732,2021
385,145,2021
386,1192,2021
386,793,2020
386,10,2022
386,16,2021
386,996,2019
386,153,2021
387,2306,2021
387,68,2021
387,31,2019
387,2261,2019
387,1080,2020
387,57,2019
388,2302,2020
388,71,2021
388,303,2021
389,3740,2019
389,457,2021
389,2073,2020
389,80,2021
390,137,2021
390,669,2021
390,51,2021
390,3053,2021
390,94,2020
390,3346,2021
391,216,2019
391,1286,2019
391,13,2021
391,39,2021
391,306,2020
392,1,2019
392,94,2020
392,25,2021
393,94,2021
393,669,2020
393,25,2021
393,404,2020
393,147,2021
394,4947,2020
394,34,2021
394,3045,2021
395,1912,2021
395,5849,2021
395,1193,2021
396,164,2020
396,504,2021
396,9,2020
397,143,2021
397,631,2021
397,1622,2021
397,597,2021
397,920,2022
398,21,2020
398,901,2021
398,17,2020
398,1491,2021
398,4955,2021
398,274,2020
398,629,2020
399,1,2020
399,298,2021
399,42,2022
400,2596,2022
400,204,2019
400,93,2021
400,46,2021
401,77,2021
401,457,2021
401,111,2021
402,1852,2020
402,1579,2021
402,171,2021
403,40,2021
403,41,2021
403,1146,2021
403,1420,2021
403,299,2021
403,138,2019
403,569,2021
404,7,2019
